n,grad_frac,curl_frac,curl_energy,order_agreement,ties,min_abs_A,sd_psi,rms_A,cycles,triangles,cycle_frac,pool,q,replicate
8,0.9978687871487931,0.06525246075204012,0.004257883634196537,1.0,0,0.0006785324425520045,0.015466292888341136,0.023432777199700335,0,56,0.0,control:marginal,11,4
8,0.9936160803909166,0.1128143820113005,0.012727084788591643,1.0,0,0.002265456879136263,0.01125839137119536,0.017130447244256924,0,56,0.0,control:marginal,11,5
8,0.9920565677189378,0.1257925532204546,0.0158237664457209,1.0,0,0.0013696528967352961,0.014962311829321525,0.022802015488179034,0,56,0.0,control:marginal,11,6
8,0.9942571721811276,0.10701717416558702,0.011452675566387587,1.0,0,0.000860725298773346,0.0139543451258108,0.021218842968346734,0,56,0.0,control:marginal,11,7
8,0.9988221529181904,0.04852119990139351,0.002354306839870989,0.9642857142857143,0,0.0008393981911219983,0.015124664983841084,0.022893308937359264,0,56,0.0,control:sigshuffle,11,0
8,0.994586245045506,0.10391439345095932,0.010798201166280776,0.9642857142857143,0,0.0001511791748304292,0.007988567245738359,0.01214331939205986,0,56,0.0,control:sigshuffle,11,1
8,0.9993149569558185,0.037008334255823915,0.00136961680439079,1.0,0,0.0021486383435936895,0.015666510915873847,0.0237017749048796,0,56,0.0,control:sigshuffle,11,2
8,0.9914301683678558,0.13063774818208254,0.017066221250085212,1.0,0,0.00035260056740493706,0.00885272421290062,0.013499751565290348,0,56,0.0,control:sigshuffle,11,3
8,0.9980897416123181,0.06178080355787134,0.0038168676882562886,1.0,0,0.00030188331589764417,0.012826955601994677,0.01942964970900905,0,56,0.0,control:sigshuffle,11,4
8,0.9980139235126906,0.06299371774078245,0.00396820847480537,0.9642857142857143,0,0.002552071397160627,0.015895250850388527,0.024079183544337298,0,56,0.0,control:sigshuffle,11,5
8,0.9988047461718925,0.04887820602785083,0.0023890790245010337,1.0,0,0.0010128022350219812,0.014411798505546412,0.02181466537135006,0,56,0.0,control:sigshuffle,11,6
8,0.9966798665271674,0.08142016739965396,0.006629243659387675,1.0,0,0.0019575582458262186,0.010281782153465877,0.01559637554141154,0,56,0.0,control:sigshuffle,11,7
8,0.9855448048689255,0.16941498633790208,0.028701437595871546,0.9642857142857143,0,0.002481654378275966,0.009550048474886675,0.014650086008025498,0,56,0.0,control:maxmatched,11,0
8,0.9986345342373736,0.052240473088439966,0.00272906702850402,1.0,0,0.0019681774199534763,0.020111185647936413,0.03044682884241695,0,56,0.0,control:maxmatched,11,1
8,0.998340149442824,0.0575929336853041,0.003316946010479835,1.0,0,0.003482630165638878,0.015376378855538225,0.023285550257263584,0,56,0.0,control:maxmatched,11,2
8,0.9989154877847902,0.046560157470465234,0.0021678482636745197,1.0,0,0.00013975595863136014,0.019738800598772838,0.029874660899268077,0,56,0.0,control:maxmatched,11,3
8,0.9950175355985335,0.09970006946547678,0.009940103851420896,1.0,0,0.004381391831617232,0.01882816374615397,0.028608046525595367,0,56,0.0,control:maxmatched,11,4
