family,genus,q,m,mu,mu_abs,rate,scaled_deviation,deficit,moment2,moment4,n_over_weil
H3c,3,128021,1532,4.281718956558874,4.281718956558874,0.9989894744185847,4.252001214861793,1.7182810434411264,0.9996953624795932,3.016412036243178,0
H3c,3,256019,2168,4.284727228928794,4.284727228928794,0.9993233150820919,4.263800002510843,1.7152727710712057,1.0028552568364066,3.012532788797984,0
H3c,3,512009,3666,5.123345724238495,5.123345724238495,0.9994575843356169,5.1023220710192945,0.8766542757615046,1.0004121021310173,3.002040234704189,0
H3c,3,1000003,4692,4.691992962015835,4.7629928555160745,0.9996612918259344,4.679434390130345,1.308007037984165,0.9974730075809772,2.9828124091639427,0
H3d,3,101,23,2.288585537482975,2.388089256503974,0.957437953370256,1.9740867635131556,3.711414462517025,0.8514851485148515,1.9627409854013536,0
H3d,3,211,39,2.6848707242039054,3.3732991150254197,0.9692829874358968,2.387947616906225,3.3151292757960946,1.1184834123222749,3.866143364263587,0
H3d,3,401,63,3.1460698674652106,3.1460698674652106,0.9762335718728171,2.852660222438017,2.8539301325347894,0.9376558603491272,2.751857056756744,0
H3d,3,1009,103,3.242587032605877,3.2740684601069048,0.9861417699135382,3.044761175185492,2.757412967394123,0.9355797819623389,2.6238432846154667,0
H3d,3,2003,145,3.239869575723451,3.351589216265639,0.9908904515349044,3.0994748587739664,2.760130424276549,0.9785322016974538,2.801523535351911,0
H3d,3,4001,284,4.489873078377051,4.489873078377051,0.9917999234282325,4.302113882269525,1.5101269216229491,0.9802549362659335,2.919903961719844,0
H3d,3,8009,336,3.7544828992058967,3.7544828992058967,0.9954485827859283,3.661123487792947,2.2455171007941033,1.0103633412411037,2.9946733799750693,0
H3d,3,16001,496,3.9211017660931407,3.9211017660931407,0.9968563964643743,3.8494166968146284,2.0788982339068593,1.009936878945066,3.032502125194511,0
H3d,3,32003,739,4.130941955064894,4.130941955064894,0.9978041458173651,4.075000906217882,1.8690580449351062,0.9961566103177827,3.0074441416749687,0
H3d,3,64007,987,3.9012467196362124,4.565288714467908,0.9986191629493736,3.8661275490772056,2.0987532803637876,0.9930476354148765,2.919861752158018,0
H3d,3,128021,1510,4.220232130811945,4.220232130811945,0.9990038867657267,4.191358200291886,1.7797678691880554,1.0017575241561931,2.9995803673961094,0
H3d,3,256019,2292,4.5297946534616225,4.5297946534616225,0.9992848112352443,4.5064132157524,1.4702053465383775,0.9954886160792754,2.9706599058059213,0
H3d,3,512009,3206,4.480481830853414,4.480481830853414,0.9995254010717457,4.46439279969587,1.5195181691465862,0.9995136804235863,2.99236862284766,0
H3d,3,1000003,4688,4.687992968015822,4.687992968015822,0.9996615798080108,4.675455763881356,1.3120070319841783,1.0000289999130003,2.993257663816966,0
H4,4,101,27,2.6866004135669708,2.6866004135669708,0.9511730689645422,2.264660792714481,5.313399586433029,0.9900990099009901,2.6448387412998726,0
H4,4,211,33,2.271813689710997,3.0290849196146628,0.9735663734741563,2.054956201774126,5.7281863102890025,1.3270142180094786,5.753633915343854,0
H4,4,401,59,2.9463193996896417,2.9463193996896417,0.9776121364278384,2.687192519461049,5.053680600310358,0.9975062344139651,2.925603696494425,0
H4,4,1009,105,3.305549887607933,3.305549887607933,0.9858891878400646,3.100255425610115,4.694450112392067,1.0406342913776017,3.2119349058591333,0
H4,4,2003,137,3.06111815085595,3.06111815085595,0.9913725963165473,2.9354276906056276,4.93888184914405,1.1113330004992512,3.94391069541275,0
H4,4,4001,212,3.351595396534982,3.5413083435086596,0.9938136730716536,3.24561395564632,4.648404603465018,0.9997500624843789,2.978496315686137,0
H4,4,8009,289,3.2293022555669766,3.2293022555669766,0.9960716404173316,3.159940928319609,4.770697744433024,1.008615307778749,2.981850931983499,0
H4,4,16001,545,4.3084686744370195,4.419144933963842,0.996552037631186,4.222111268830578,3.6915313255629805,0.9999375039060059,3.0182266161330356,0
H4,4,32003,740,4.13653186298785,4.332178640291329,0.9978012145959199,4.080440579826503,3.86346813701215,0.9999687529294129,2.984781141755618,0
H4,4,64007,1141,4.509951881565267,4.509951881565267,0.9984059466079225,4.463099922626726,3.490048118434733,0.9999843767087975,3.045660445557475,0
H4,4,128021,1550,4.332026359442724,4.332026359442724,0.9989776846277135,4.301609266383657,3.6679736405572756,0.9999921887815281,2.995539887971751,0
H4,4,256019,2194,4.336112334072775,4.336112334072775,0.999315239916983,4.3146817173245,3.6638876659272253,1.0034411508520853,3.0032834107120676,0
H4,4,512009,2801,3.91448209863394,4.2540819379656245,0.9995851670545493,3.9021942623406614,4.08551790136606,1.0049198353935185,2.9985446694906868,0
H4,4,1000003,4760,4.759992860016065,4.764992852516082,0.9996563963314348,4.7470682622140075,3.240007139983935,0.9999970000089999,3.001420183655885,0
H4b,4,101,34,3.383126446713963,3.383126446713963,0.9408485202760569,2.7435276827982515,4.616873553286037,1.1683168316831682,4.671984206557113,0
H4b,4,211,40,2.753713563286057,2.753713563286057,0.9685827012612303,2.4423880250825594,5.246286436713943,1.2417061611374407,3.857639788923295,0
H4b,4,401,66,3.295882718296887,3.295882718296887,0.9752099466242854,2.975524921060098,4.7041172817031125,0.8628428927680798,2.296314145885713,0
H4b,4,1009,102,3.211105605104849,3.211105605104849,0.9862682799847268,3.0169659263967428,4.78889439489515,1.0168483647175421,3.2044640556768975,0
H4b,4,2003,151,3.3739331443740763,3.3739331443740763,0.9905303261388092,3.222005587435212,4.626066855625924,1.0484273589615576,3.254249301975232,0
H4b,4,4001,207,3.2725483352959492,3.430642457774014,0.9939550987915587,3.17141592254395,4.72745166470405,0.9482629342664334,2.621700258165364,0
H4b,4,8009,331,3.6986126179677137,3.6986126179677137,0.9955146615196713,3.6079702845660298,4.301387382032287,1.0066175552503434,3.0224440750734947,0
H4b,4,16001,513,4.055494366947139,4.055494366947139,0.9967506792233602,3.9788699526367406,3.944505633052861,0.9988125742141116,3.004737339199975,0
H4b,4,32003,767,4.287459376907677,4.287459376907677,0.9977221119417371,4.227236933622726,3.7125406230923232,0.9900321844827047,2.9584971090884173,0
H4b,4,64007,1099,4.343941382857343,4.343941382857343,0.9984640374681962,4.300454608936699,3.656058617142657,0.9980470885996844,3.023284333139979,0
H4b,4,128021,1588,4.438230876641966,4.438230876641966,0.9989528013603602,4.406310903790694,3.561769123358034,0.9996172502948735,2.977543635623864,0
H4b,4,256019,2365,4.674068217904336,4.804507330962131,0.9992621536775207,4.649178766043232,3.3259317820956644,0.9941371538831102,2.9619090498252567,0
H4b,4,512009,3541,4.948654448862115,4.948654448862115,0.9994760058983729,4.9290366141188064,3.051345551137885,0.9984355743746692,2.992441300206079,0
H4b,4,1000003,4759,4.758992861516061,5.170992243517452,0.9996564683212532,4.7460736844094535,3.2410071384839387,0.997001008996973,2.978838014493468,0
XY,0,101,100,9.950371902099892,9.950371902099892,0.8702348058147612,6.018689712791536,-9.950371902099892,0.9900990099009901,97.05911185177924,101
XY,0,211,210,14.4569962072518,14.4569962072518,0.8856831584477795,8.88701753750256,-14.4569962072518,0.995260663507109,207.02836863502617,211
XY,0,401,400,19.97504677755689,19.97504677755689,0.8965130257360233,12.421436382594766,-19.97504677755689,0.9975062344139651,397.0149439369158,401
XY,0,1009,1008,31.733278921036156,31.733278921036156,0.908973826645651,19.999159836852368,-31.733278921036156,0.9990089197224975,1005.0059435349447,1009
XY,0,2003,2002,44.73254407309206,44.73254407309206,0.9164710596239808,28.420272603795226,-44.73254407309206,0.9995007488766849,1999.0029947589849,2003
XY,0,4001,4000,63.23764899122607,63.23764899122607,0.9228889074605071,40.45580535592707,-63.23764899122607,0.9997500624843789,3997.0014994376875,4001
XY,0,8009,8008,89.48184243107387,89.48184243107387,0.9284107335915166,57.58583148818664,-89.48184243107387,0.9998751404669747,8005.000749110429,8009
XY,0,16001,16000,126.48715374494002,126.48715374494002,0.9331841294396,81.81760989660384,-126.48715374494002,0.9999375039060059,15997.000374964844,16001
XY,0,32003,32002,178.88823335045564,178.88823335045564,0.9373679123445027,116.23076612865637,-178.88823335045564,0.9999687529294129,31999.00018747949,32003
XY,0,64007,64006,252.99209476903283,252.99209476903283,0.9410590116235542,165.02553927608028,-252.99209476903283,0.9999843767087975,64003.000093739014,64007
XY,0,128021,128020,357.7974287328114,357.7974287328114,0.9443396686789268,234.20267705181251,-357.7974287328114,0.9999921887815281,128017.0000468671,128021
XY,0,256019,256018,505.98122495197975,505.98122495197975,0.9472739080781318,332.22775463039284,-505.98122495197975,0.9999960940398954,256015.0000234357,256019
XY,0,512009,512008,715.5466441832797,715.5466441832797,0.9499144447673092,471.1380048245373,-715.5466441832797,0.9999980469093317,512005.0000117185,512009
XY,0,1000003,1000002,1000.0005000003749,1000.0005000003749,0.9522253144559145,660.032805908559,-1000.0005000003749,0.999999000003,999999.000006,1000003
