family,size,t,lambda_min,t_star
greedy25,25,1.365647e-01,-6.077757516e-03,14.742428940
greedy25,25,1.413761e-01,-6.288397719e-03,14.742428940
greedy25,25,1.463570e-01,-6.506210303e-03,14.742428940
greedy25,25,1.515134e-01,-6.731430274e-03,14.742428940
greedy25,25,1.568515e-01,-6.964299664e-03,14.742428940
greedy25,25,1.623777e-01,-7.205067694e-03,14.742428940
greedy25,25,1.680985e-01,-7.453990932e-03,14.742428940
greedy25,25,1.740209e-01,-7.711333448e-03,14.742428940
greedy25,25,1.801520e-01,-7.977366977e-03,14.742428940
greedy25,25,1.864991e-01,-8.252371068e-03,14.742428940
greedy25,25,1.930698e-01,-8.536633242e-03,14.742428940
greedy25,25,1.998720e-01,-8.830449135e-03,14.742428940
greedy25,25,2.069138e-01,-9.134122649e-03,14.742428940
greedy25,25,2.142037e-01,-9.447966091e-03,14.742428940
greedy25,25,2.217505e-01,-9.772300308e-03,14.742428940
greedy25,25,2.295632e-01,-1.010745482e-02,14.742428940
greedy25,25,2.376511e-01,-1.045376793e-02,14.742428940
greedy25,25,2.460240e-01,-1.081158685e-02,14.742428940
greedy25,25,2.546918e-01,-1.118126782e-02,14.742428940
greedy25,25,2.636651e-01,-1.156317615e-02,14.742428940
greedy25,25,2.729545e-01,-1.195768638e-02,14.742428940
greedy25,25,2.825712e-01,-1.236518226e-02,14.742428940
greedy25,25,2.925266e-01,-1.278605689e-02,14.742428940
greedy25,25,3.028329e-01,-1.322071270e-02,14.742428940
greedy25,25,3.135022e-01,-1.366956147e-02,14.742428940
greedy25,25,3.245474e-01,-1.413302437e-02,14.742428940
greedy25,25,3.359818e-01,-1.461153190e-02,14.742428940
greedy25,25,3.478191e-01,-1.510552387e-02,14.742428940
greedy25,25,3.600733e-01,-1.561544928e-02,14.742428940
greedy25,25,3.727594e-01,-1.614176628e-02,14.742428940
greedy25,25,3.858923e-01,-1.668494197e-02,14.742428940
greedy25,25,3.994880e-01,-1.724545229e-02,14.742428940
greedy25,25,4.135627e-01,-1.782378175e-02,14.742428940
greedy25,25,4.281332e-01,-1.842042323e-02,14.742428940
greedy25,25,4.432171e-01,-1.903587765e-02,14.742428940
greedy25,25,4.588325e-01,-1.967065365e-02,14.742428940
greedy25,25,4.749979e-01,-2.032526716e-02,14.742428940
greedy25,25,4.917330e-01,-2.100024098e-02,14.742428940
greedy25,25,5.090576e-01,-2.169610425e-02,14.742428940
greedy25,25,5.269926e-01,-2.241339185e-02,14.742428940
greedy25,25,5.455595e-01,-2.315264376e-02,14.742428940
greedy25,25,5.647805e-01,-2.391440432e-02,14.742428940
greedy25,25,5.846787e-01,-2.469922140e-02,14.742428940
greedy25,25,6.052780e-01,-2.550764553e-02,14.742428940
greedy25,25,6.266030e-01,-2.634022884e-02,14.742428940
greedy25,25,6.486794e-01,-2.719752399e-02,14.742428940
greedy25,25,6.715335e-01,-2.808008292e-02,14.742428940
greedy25,25,6.951928e-01,-2.898845553e-02,14.742428940
greedy25,25,7.196857e-01,-2.992318821e-02,14.742428940
greedy25,25,7.450415e-01,-3.088482222e-02,14.742428940
greedy25,25,7.712906e-01,-3.187389196e-02,14.742428940
greedy25,25,7.984645e-01,-3.289092303e-02,14.742428940
greedy25,25,8.265959e-01,-3.393643020e-02,14.742428940
greedy25,25,8.557183e-01,-3.501091510e-02,14.742428940
greedy25,25,8.858668e-01,-3.611486384e-02,14.742428940
greedy25,25,9.170775e-01,-3.724874434e-02,14.742428940
greedy25,25,9.493877e-01,-3.841300347e-02,14.742428940
greedy25,25,9.828363e-01,-3.960806398e-02,14.742428940
greedy25,25,1.017463e+00,-4.083432119e-02,14.742428940
greedy25,25,1.053310e+00,-4.209213939e-02,14.742428940
greedy25,25,1.090420e+00,-4.338184803e-02,14.742428940
greedy25,25,1.128838e+00,-4.470373757e-02,14.742428940
greedy25,25,1.168609e+00,-4.605805506e-02,14.742428940
greedy25,25,1.209781e+00,-4.744499940e-02,14.742428940
greedy25,25,1.252404e+00,-4.886471627e-02,14.742428940
greedy25,25,1.296528e+00,-5.031729269e-02,14.742428940
greedy25,25,1.342207e+00,-5.180275123e-02,14.742428940
greedy25,25,1.389495e+00,-5.332104385e-02,14.742428940
greedy25,25,1.438450e+00,-5.487204528e-02,14.742428940
greedy25,25,1.489129e+00,-5.645554604e-02,14.742428940
greedy25,25,1.541594e+00,-5.807124501e-02,14.742428940
greedy25,25,1.595907e+00,-5.971874147e-02,14.742428940
greedy25,25,1.652133e+00,-6.139752675e-02,14.742428940
greedy25,25,1.710341e+00,-6.310697535e-02,14.742428940
greedy25,25,1.770599e+00,-6.484633551e-02,14.742428940
greedy25,25,1.832981e+00,-6.661471932e-02,14.742428940
greedy25,25,1.897560e+00,-6.841109221e-02,14.742428940
greedy25,25,1.964414e+00,-7.023426193e-02,14.742428940
greedy25,25,2.033624e+00,-7.208286692e-02,14.742428940
greedy25,25,2.105272e+00,-7.395536408e-02,14.742428940
greedy25,25,2.179445e+00,-7.585001598e-02,14.742428940
greedy25,25,2.256230e+00,-7.776487743e-02,14.742428940
greedy25,25,2.335721e+00,-7.969778142e-02,14.742428940
greedy25,25,2.418013e+00,-8.164632450e-02,14.742428940
greedy25,25,2.503204e+00,-8.360785145e-02,14.742428940
greedy25,25,2.591396e+00,-8.557943941e-02,14.742428940
greedy25,25,2.682696e+00,-8.755788136e-02,14.742428940
greedy25,25,2.777212e+00,-8.953966906e-02,14.742428940
greedy25,25,2.875058e+00,-9.152097537e-02,14.742428940
greedy25,25,2.976351e+00,-9.349763601e-02,14.742428940
greedy25,25,3.081214e+00,-9.546513090e-02,14.742428940
greedy25,25,3.189770e+00,-9.741856492e-02,14.742428940
greedy25,25,3.302151e+00,-9.935264834e-02,14.742428940
greedy25,25,3.418492e+00,-1.012616768e-01,14.742428940
greedy25,25,3.538932e+00,-1.031395113e-01,14.742428940
greedy25,25,3.663615e+00,-1.049795572e-01,14.742428940
greedy25,25,3.792690e+00,-1.067747445e-01,14.742428940
greedy25,25,3.926313e+00,-1.085175066e-01,14.742428940
greedy25,25,4.064644e+00,-1.101997603e-01,14.742428940
greedy25,25,4.207849e+00,-1.118128853e-01,14.742428940
greedy25,25,4.356099e+00,-1.133477054e-01,14.742428940
greedy25,25,4.509572e+00,-1.147944683e-01,14.742428940
greedy25,25,4.668452e+00,-1.161428284e-01,14.742428940
greedy25,25,4.832930e+00,-1.173818292e-01,14.742428940
greedy25,25,5.003203e+00,-1.184998877e-01,14.742428940
greedy25,25,5.179475e+00,-1.194847799e-01,14.742428940
greedy25,25,5.361957e+00,-1.203236288e-01,14.742428940
greedy25,25,5.550868e+00,-1.210028944e-01,14.742428940
greedy25,25,5.746435e+00,-1.215083656e-01,14.742428940
greedy25,25,5.948892e+00,-1.218251565e-01,14.742428940
greedy25,25,6.158482e+00,-1.219377045e-01,14.742428940
greedy25,25,6.375456e+00,-1.218297739e-01,14.742428940
greedy25,25,6.600075e+00,-1.214844623e-01,14.742428940
greedy25,25,6.832607e+00,-1.208842132e-01,14.742428940
greedy25,25,7.073332e+00,-1.200108331e-01,14.742428940
greedy25,25,7.322538e+00,-1.188455155e-01,14.742428940
greedy25,25,7.580524e+00,-1.173688709e-01,14.742428940
greedy25,25,7.847600e+00,-1.155609650e-01,14.742428940
greedy25,25,8.124085e+00,-1.134013644e-01,14.742428940
greedy25,25,8.410311e+00,-1.108691916e-01,14.742428940
greedy25,25,8.706621e+00,-1.079431904e-01,14.742428940
greedy25,25,9.013370e+00,-1.046018006e-01,14.742428940
greedy25,25,9.330927e+00,-1.008232466e-01,14.742428940
greedy25,25,9.659673e+00,-9.658563692e-02,14.742428940
greedy25,25,1.000000e+01,-9.186707937e-02,14.742428940
greedy25,25,1.035232e+01,-8.664581102e-02,14.742428940
greedy25,25,1.071705e+01,-8.090034574e-02,14.742428940
greedy25,25,1.109463e+01,-7.460964088e-02,14.742428940
greedy25,25,1.148551e+01,-6.775328565e-02,14.742428940
greedy25,25,1.189017e+01,-6.031171407e-02,14.742428940
greedy25,25,1.230908e+01,-5.226644667e-02,14.742428940
greedy25,25,1.274275e+01,-4.360036607e-02,14.742428940
greedy25,25,1.319170e+01,-3.429803374e-02,14.742428940
greedy25,25,1.365647e+01,-2.434605829e-02,14.742428940
greedy25,25,1.413761e+01,-1.373353005e-02,14.742428940
greedy25,25,1.463570e+01,-2.452544116e-03,14.742428940
greedy25,25,1.515134e+01,9.501154656e-03,14.742428940
greedy25,25,1.568515e+01,2.212735174e-02,14.742428940
greedy25,25,1.623777e+01,3.542028262e-02,14.742428940
greedy25,25,1.680985e+01,4.936714616e-02,14.742428940
greedy25,25,1.740209e+01,6.394594740e-02,14.742428940
greedy25,25,1.801520e+01,7.912213926e-02,14.742428940
greedy25,25,1.864991e+01,9.484280949e-02,14.742428940
greedy25,25,1.930698e+01,1.110245071e-01,14.742428940
greedy25,25,1.998720e+01,1.275144365e-01,14.742428940
greedy25,25,2.069138e+01,1.414959243e-01,14.742428940
greedy25,25,2.142037e+01,1.470285567e-01,14.742428940
greedy25,25,2.217505e+01,1.526402532e-01,14.742428940
greedy25,25,2.295632e+01,1.584106000e-01,14.742428940
greedy25,25,2.376511e+01,1.643483476e-01,14.742428940
greedy25,25,2.460240e+01,1.704589368e-01,14.742428940
greedy25,25,2.546918e+01,1.767470406e-01,14.742428940
greedy25,25,2.636651e+01,1.832169827e-01,14.742428940
greedy25,25,2.729545e+01,1.898728411e-01,14.742428940
greedy25,25,2.825712e+01,1.967184743e-01,14.742428940
greedy25,25,2.925266e+01,2.037575236e-01,14.742428940
greedy25,25,3.028329e+01,2.109934052e-01,14.742428940
greedy25,25,3.135022e+01,2.184292981e-01,14.742428940
greedy25,25,3.245474e+01,2.260681287e-01,14.742428940
greedy25,25,3.359818e+01,2.339125547e-01,14.742428940
greedy25,25,3.478191e+01,2.419649458e-01,14.742428940
greedy25,25,3.600733e+01,2.502273651e-01,14.742428940
greedy25,25,3.727594e+01,2.587015482e-01,14.742428940
greedy25,25,3.858923e+01,2.673888822e-01,14.742428940
greedy25,25,3.994880e+01,2.762903836e-01,14.742428940
greedy25,25,4.135627e+01,2.854066758e-01,14.742428940
greedy25,25,4.281332e+01,2.947379666e-01,14.742428940
greedy25,25,4.432171e+01,3.042840243e-01,14.742428940
greedy25,25,4.588325e+01,3.140441551e-01,14.742428940
greedy25,25,4.749979e+01,3.240171800e-01,14.742428940
greedy25,25,4.917330e+01,3.342014117e-01,14.742428940
greedy25,25,5.090576e+01,3.445946327e-01,14.742428940
greedy25,25,5.269926e+01,3.551940738e-01,14.742428940
greedy25,25,5.455595e+01,3.659963937e-01,14.742428940
greedy25,25,5.647805e+01,3.769976603e-01,14.742428940
greedy25,25,5.846787e+01,3.881933329e-01,14.742428940
greedy25,25,6.052780e+01,3.995782470e-01,14.742428940
greedy25,25,6.266030e+01,4.111466008e-01,14.742428940
greedy25,25,6.486794e+01,4.228919450e-01,14.742428940
greedy25,25,6.715335e+01,4.348071743e-01,14.742428940
greedy25,25,6.951928e+01,4.468845227e-01,14.742428940
greedy25,25,7.196857e+01,4.591155624e-01,14.742428940
greedy25,25,7.450415e+01,4.714912053e-01,14.742428940
greedy25,25,7.712906e+01,4.840017093e-01,14.742428940
greedy25,25,7.984645e+01,4.966366876e-01,14.742428940
greedy25,25,8.265959e+01,5.093851228e-01,14.742428940
greedy25,25,8.557183e+01,5.222353836e-01,14.742428940
greedy25,25,8.858668e+01,5.351752471e-01,14.742428940
greedy25,25,9.170775e+01,5.481919232e-01,14.742428940
greedy25,25,9.493877e+01,5.612720834e-01,14.742428940
greedy25,25,9.828363e+01,5.744018929e-01,14.742428940
greedy25,25,1.017463e+02,5.875670447e-01,14.742428940
greedy25,25,1.053310e+02,6.007527975e-01,14.742428940
greedy25,25,1.090420e+02,6.139440145e-01,14.742428940
greedy25,25,1.128838e+02,6.271252051e-01,14.742428940
greedy25,25,1.168609e+02,6.402805670e-01,14.742428940
greedy25,25,1.209781e+02,6.533940305e-01,14.742428940
greedy25,25,1.252404e+02,6.664493026e-01,14.742428940
greedy25,25,1.296528e+02,6.794299125e-01,14.742428940
greedy25,25,1.342207e+02,6.923192578e-01,14.742428940
greedy25,25,1.389495e+02,7.051006511e-01,14.742428940
greedy25,25,1.438450e+02,7.177573680e-01,14.742428940
greedy25,25,1.489129e+02,7.302726962e-01,14.742428940
greedy25,25,1.541594e+02,7.426299865e-01,14.742428940
greedy25,25,1.595907e+02,7.548127059e-01,14.742428940
greedy25,25,1.652133e+02,7.668044934e-01,14.742428940
greedy25,25,1.710341e+02,7.785892195e-01,14.742428940
greedy25,25,1.770599e+02,7.901510492e-01,14.742428940
greedy25,25,1.832981e+02,8.014745092e-01,14.742428940
greedy25,25,1.897560e+02,8.125445601e-01,14.742428940
greedy25,25,1.964414e+02,8.233466721e-01,14.742428940
greedy25,25,2.033624e+02,8.338669064e-01,14.742428940
greedy25,25,2.105272e+02,8.440920000e-01,14.742428940
greedy25,25,2.179445e+02,8.540094534e-01,14.742428940
greedy25,25,2.256230e+02,8.636076213e-01,14.742428940
greedy25,25,2.335721e+02,8.728758045e-01,14.742428940
greedy25,25,2.418013e+02,8.818043411e-01,14.742428940
greedy25,25,2.503204e+02,8.903846954e-01,14.742428940
greedy25,25,2.591396e+02,8.986095441e-01,14.742428940
greedy25,25,2.682696e+02,9.064728553e-01,14.742428940
greedy25,25,2.777212e+02,9.139699607e-01,14.742428940
greedy25,25,2.875058e+02,9.210976175e-01,14.742428940
greedy25,25,2.976351e+02,9.278540591e-01,14.742428940
greedy25,25,3.081214e+02,9.342390316e-01,14.742428940
greedy25,25,3.189770e+02,9.402538168e-01,14.742428940
greedy25,25,3.302151e+02,9.459012379e-01,14.742428940
greedy25,25,3.418492e+02,9.511856484e-01,14.742428940
greedy25,25,3.538932e+02,9.561129042e-01,14.742428940
greedy25,25,3.663615e+02,9.606903170e-01,14.742428940
greedy25,25,3.792690e+02,9.649265901e-01,14.742428940
greedy25,25,3.926313e+02,9.688317381e-01,14.742428940
greedy25,25,4.064644e+02,9.724169890e-01,14.742428940
greedy25,25,4.207849e+02,9.756946726e-01,14.742428940
greedy25,25,4.356099e+02,9.786780949e-01,14.742428940
greedy25,25,4.509572e+02,9.813814019e-01,14.742428940
greedy25,25,4.668452e+02,9.838194333e-01,14.742428940
greedy25,25,4.832930e+02,9.860075707e-01,14.742428940
greedy25,25,5.003203e+02,9.879615808e-01,14.742428940
greedy25,25,5.179475e+02,9.896974579e-01,14.742428940
greedy25,25,5.361957e+02,9.912312675e-01,14.742428940
greedy25,25,5.550868e+02,9.925789939e-01,14.742428940
greedy25,25,5.746435e+02,9.937563956e-01,14.742428940
greedy25,25,5.948892e+02,9.947788685e-01,14.742428940
greedy25,25,6.158482e+02,9.956613220e-01,14.742428940
greedy25,25,6.375456e+02,9.964180682e-01,14.742428940
greedy25,25,6.600075e+02,9.970627256e-01,14.742428940
greedy25,25,6.832607e+02,9.976081402e-01,14.742428940
greedy25,25,7.073332e+02,9.980663231e-01,14.742428940
greedy25,25,7.322538e+02,9.984484049e-01,14.742428940
greedy25,25,7.580524e+02,9.987646087e-01,14.742428940
greedy25,25,7.847600e+02,9.990242386e-01,14.742428940
greedy25,25,8.124085e+02,9.992356841e-01,14.742428940
greedy25,25,8.410311e+02,9.994064394e-01,14.742428940
greedy25,25,8.706621e+02,9.995431344e-01,14.742428940
greedy25,25,9.013370e+02,9.996515769e-01,14.742428940
greedy25,25,9.330927e+02,9.997368041e-01,14.742428940
greedy25,25,9.659673e+02,9.998031392e-01,14.742428940
greedy25,25,1.000000e+03,9.998542542e-01,14.742428940
greedy40,40,1.000000e-03,-6.778318309e-05,16.713364198
greedy40,40,1.035232e-03,-7.017103355e-05,16.713364198
greedy40,40,1.071705e-03,-7.264299276e-05,16.713364198
greedy40,40,1.109463e-03,-7.520202263e-05,16.713364198
greedy40,40,1.148551e-03,-7.785118930e-05,16.713364198
greedy40,40,1.189017e-03,-8.059366686e-05,16.713364198
greedy40,40,1.230908e-03,-8.343274110e-05,16.713364198
greedy40,40,1.274275e-03,-8.637181346e-05,16.713364198
greedy40,40,1.319170e-03,-8.941440506e-05,16.713364198
greedy40,40,1.365647e-03,-9.256416096e-05,16.713364198
greedy40,40,1.413761e-03,-9.582485449e-05,16.713364198
greedy40,40,1.463570e-03,-9.920039174e-05,16.713364198
greedy40,40,1.515134e-03,-1.026948163e-04,16.713364198
greedy40,40,1.568515e-03,-1.063123139e-04,16.713364198
greedy40,40,1.623777e-03,-1.100572177e-04,16.713364198
greedy40,40,1.680985e-03,-1.139340132e-04,16.713364198
greedy40,40,1.740209e-03,-1.179473438e-04,16.713364198
greedy40,40,1.801520e-03,-1.221020162e-04,16.713364198
greedy40,40,1.864991e-03,-1.264030061e-04,16.713364198
greedy40,40,1.930698e-03,-1.308554644e-04,16.713364198
greedy40,40,1.998720e-03,-1.354647230e-04,16.713364198
greedy40,40,2.069138e-03,-1.402363014e-04,16.713364198
greedy40,40,2.142037e-03,-1.451759132e-04,16.713364198
greedy40,40,2.217505e-03,-1.502894731e-04,16.713364198
greedy40,40,2.295632e-03,-1.555831034e-04,16.713364198
greedy40,40,2.376511e-03,-1.610631420e-04,16.713364198
greedy40,40,2.460240e-03,-1.667361495e-04,16.713364198
greedy40,40,2.546918e-03,-1.726089173e-04,16.713364198
greedy40,40,2.636651e-03,-1.786884753e-04,16.713364198
greedy40,40,2.729545e-03,-1.849821008e-04,16.713364198
greedy40,40,2.825712e-03,-1.914973265e-04,16.713364198
greedy40,40,2.925266e-03,-1.982419502e-04,16.713364198
greedy40,40,3.028329e-03,-2.052240436e-04,16.713364198
greedy40,40,3.135022e-03,-2.124519621e-04,16.713364198
greedy40,40,3.245474e-03,-2.199343545e-04,16.713364198
greedy40,40,3.359818e-03,-2.276801736e-04,16.713364198
greedy40,40,3.478191e-03,-2.356986867e-04,16.713364198
greedy40,40,3.600733e-03,-2.439994866e-04,16.713364198
greedy40,40,3.727594e-03,-2.525925030e-04,16.713364198
greedy40,40,3.858923e-03,-2.614880144e-04,16.713364198
greedy40,40,3.994880e-03,-2.706966601e-04,16.713364198
greedy40,40,4.135627e-03,-2.802294530e-04,16.713364198
greedy40,40,4.281332e-03,-2.900977926e-04,16.713364198
greedy40,40,4.432171e-03,-3.003134785e-04,16.713364198
greedy40,40,4.588325e-03,-3.108887246e-04,16.713364198
greedy40,40,4.749979e-03,-3.218361732e-04,16.713364198
greedy40,40,4.917330e-03,-3.331689102e-04,16.713364198
greedy40,40,5.090576e-03,-3.449004808e-04,16.713364198
greedy40,40,5.269926e-03,-3.570449049e-04,16.713364198
greedy40,40,5.455595e-03,-3.696166946e-04,16.713364198
greedy40,40,5.647805e-03,-3.826308705e-04,16.713364198
greedy40,40,5.846787e-03,-3.961029799e-04,16.713364198
greedy40,40,6.052780e-03,-4.100491151e-04,16.713364198
greedy40,40,6.266030e-03,-4.244859324e-04,16.713364198
greedy40,40,6.486794e-03,-4.394306718e-04,16.713364198
greedy40,40,6.715335e-03,-4.549011772e-04,16.713364198
greedy40,40,6.951928e-03,-4.709159175e-04,16.713364198
greedy40,40,7.196857e-03,-4.874940084e-04,16.713364198
greedy40,40,7.450415e-03,-5.046552348e-04,16.713364198
greedy40,40,7.712906e-03,-5.224200744e-04,16.713364198
greedy40,40,7.984645e-03,-5.408097212e-04,16.713364198
greedy40,40,8.265959e-03,-5.598461110e-04,16.713364198
greedy40,40,8.557183e-03,-5.795519467e-04,16.713364198
greedy40,40,8.858668e-03,-5.999507253e-04,16.713364198
greedy40,40,9.170775e-03,-6.210667651e-04,16.713364198
greedy40,40,9.493877e-03,-6.429252344e-04,16.713364198
greedy40,40,9.828363e-03,-6.655521811e-04,16.713364198
greedy40,40,1.017463e-02,-6.889745627e-04,16.713364198
greedy40,40,1.053310e-02,-7.132202783e-04,16.713364198
greedy40,40,1.090420e-02,-7.383182007e-04,16.713364198
greedy40,40,1.128838e-02,-7.642982105e-04,16.713364198
greedy40,40,1.168609e-02,-7.911912307e-04,16.713364198
greedy40,40,1.209781e-02,-8.190292625e-04,16.713364198
greedy40,40,1.252404e-02,-8.478454230e-04,16.713364198
greedy40,40,1.296528e-02,-8.776739830e-04,16.713364198
greedy40,40,1.342207e-02,-9.085504075e-04,16.713364198
greedy40,40,1.389495e-02,-9.405113961e-04,16.713364198
greedy40,40,1.438450e-02,-9.735949258e-04,16.713364198
greedy40,40,1.489129e-02,-1.007840295e-03,16.713364198
greedy40,40,1.541594e-02,-1.043288168e-03,16.713364198
greedy40,40,1.595907e-02,-1.079980624e-03,16.713364198
greedy40,40,1.652133e-02,-1.117961203e-03,16.713364198
greedy40,40,1.710341e-02,-1.157274957e-03,16.713364198
greedy40,40,1.770599e-02,-1.197968501e-03,16.713364198
greedy40,40,1.832981e-02,-1.240090068e-03,16.713364198
greedy40,40,1.897560e-02,-1.283689563e-03,16.713364198
greedy40,40,1.964414e-02,-1.328818619e-03,16.713364198
greedy40,40,2.033624e-02,-1.375530659e-03,16.713364198
greedy40,40,2.105272e-02,-1.423880953e-03,16.713364198
greedy40,40,2.179445e-02,-1.473926683e-03,16.713364198
greedy40,40,2.256230e-02,-1.525727007e-03,16.713364198
greedy40,40,2.335721e-02,-1.579343126e-03,16.713364198
greedy40,40,2.418013e-02,-1.634838353e-03,16.713364198
greedy40,40,2.503204e-02,-1.692278186e-03,16.713364198
greedy40,40,2.591396e-02,-1.751730377e-03,16.713364198
greedy40,40,2.682696e-02,-1.813265014e-03,16.713364198
greedy40,40,2.777212e-02,-1.876954593e-03,16.713364198
greedy40,40,2.875058e-02,-1.942874105e-03,16.713364198
greedy40,40,2.976351e-02,-2.011101114e-03,16.713364198
greedy40,40,3.081214e-02,-2.081715847e-03,16.713364198
greedy40,40,3.189770e-02,-2.154801279e-03,16.713364198
greedy40,40,3.302151e-02,-2.230443228e-03,16.713364198
greedy40,40,3.418492e-02,-2.308730447e-03,16.713364198
greedy40,40,3.538932e-02,-2.389754721e-03,16.713364198
greedy40,40,3.663615e-02,-2.473610968e-03,16.713364198
greedy40,40,3.792690e-02,-2.560397344e-03,16.713364198
greedy40,40,3.926313e-02,-2.650215346e-03,16.713364198
greedy40,40,4.064644e-02,-2.743169920e-03,16.713364198
greedy40,40,4.207849e-02,-2.839369582e-03,16.713364198
greedy40,40,4.356099e-02,-2.938926525e-03,16.713364198
greedy40,40,4.509572e-02,-3.041956742e-03,16.713364198
greedy40,40,4.668452e-02,-3.148580151e-03,16.713364198
greedy40,40,4.832930e-02,-3.258920719e-03,16.713364198
greedy40,40,5.003203e-02,-3.373106593e-03,16.713364198
greedy40,40,5.179475e-02,-3.491270234e-03,16.713364198
greedy40,40,5.361957e-02,-3.613548554e-03,16.713364198
greedy40,40,5.550868e-02,-3.740083058e-03,16.713364198
greedy40,40,5.746435e-02,-3.871019990e-03,16.713364198
greedy40,40,5.948892e-02,-4.006510481e-03,16.713364198
greedy40,40,6.158482e-02,-4.146710706e-03,16.713364198
greedy40,40,6.375456e-02,-4.291782034e-03,16.713364198
greedy40,40,6.600075e-02,-4.441891198e-03,16.713364198
greedy40,40,6.832607e-02,-4.597210455e-03,16.713364198
greedy40,40,7.073332e-02,-4.757917758e-03,16.713364198
greedy40,40,7.322538e-02,-4.924196931e-03,16.713364198
greedy40,40,7.580524e-02,-5.096237845e-03,16.713364198
greedy40,40,7.847600e-02,-5.274236604e-03,16.713364198
greedy40,40,8.124085e-02,-5.458395729e-03,16.713364198
greedy40,40,8.410311e-02,-5.648924350e-03,16.713364198
greedy40,40,8.706621e-02,-5.846038403e-03,16.713364198
greedy40,40,9.013370e-02,-6.049960828e-03,16.713364198
greedy40,40,9.330927e-02,-6.260921775e-03,16.713364198
greedy40,40,9.659673e-02,-6.479158810e-03,16.713364198
greedy40,40,1.000000e-01,-6.704917129e-03,16.713364198
greedy40,40,1.035232e-01,-6.938449775e-03,16.713364198
greedy40,40,1.071705e-01,-7.180017855e-03,16.713364198
greedy40,40,1.109463e-01,-7.429890768e-03,16.713364198
greedy40,40,1.148551e-01,-7.688346431e-03,16.713364198
greedy40,40,1.189017e-01,-7.955671512e-03,16.713364198
greedy40,40,1.230908e-01,-8.232161660e-03,16.713364198
greedy40,40,1.274275e-01,-8.518121750e-03,16.713364198
greedy40,40,1.319170e-01,-8.813866117e-03,16.713364198
greedy40,40,1.365647e-01,-9.119718805e-03,16.713364198
greedy40,40,1.413761e-01,-9.436013807e-03,16.713364198
greedy40,40,1.463570e-01,-9.763095317e-03,16.713364198
greedy40,40,1.515134e-01,-1.010131798e-02,16.713364198
greedy40,40,1.568515e-01,-1.045104713e-02,16.713364198
greedy40,40,1.623777e-01,-1.081265906e-02,16.713364198
greedy40,40,1.680985e-01,-1.118654126e-02,16.713364198
greedy40,40,1.740209e-01,-1.157309268e-02,16.713364198
greedy40,40,1.801520e-01,-1.197272394e-02,16.713364198
greedy40,40,1.864991e-01,-1.238585765e-02,16.713364198
greedy40,40,1.930698e-01,-1.281292857e-02,16.713364198
greedy40,40,1.998720e-01,-1.325438392e-02,16.713364198
greedy40,40,2.069138e-01,-1.371068358e-02,16.713364198
greedy40,40,2.142037e-01,-1.418230033e-02,16.713364198
greedy40,40,2.217505e-01,-1.466972007e-02,16.713364198
greedy40,40,2.295632e-01,-1.517344205e-02,16.713364198
greedy40,40,2.376511e-01,-1.569397906e-02,16.713364198
greedy40,40,2.460240e-01,-1.623185764e-02,16.713364198
greedy40,40,2.546918e-01,-1.678761826e-02,16.713364198
greedy40,40,2.636651e-01,-1.736181548e-02,16.713364198
greedy40,40,2.729545e-01,-1.795501811e-02,16.713364198
greedy40,40,2.825712e-01,-1.856780938e-02,16.713364198
greedy40,40,2.925266e-01,-1.920078699e-02,16.713364198
greedy40,40,3.028329e-01,-1.985456327e-02,16.713364198
greedy40,40,3.135022e-01,-2.052976521e-02,16.713364198
greedy40,40,3.245474e-01,-2.122703451e-02,16.713364198
greedy40,40,3.359818e-01,-2.194702762e-02,16.713364198
greedy40,40,3.478191e-01,-2.269041567e-02,16.713364198
greedy40,40,3.600733e-01,-2.345788446e-02,16.713364198
greedy40,40,3.727594e-01,-2.425013431e-02,16.713364198
greedy40,40,3.858923e-01,-2.506787998e-02,16.713364198
greedy40,40,3.994880e-01,-2.591185042e-02,16.713364198
greedy40,40,4.135627e-01,-2.678278858e-02,16.713364198
greedy40,40,4.281332e-01,-2.768145106e-02,16.713364198
greedy40,40,4.432171e-01,-2.860860778e-02,16.713364198
greedy40,40,4.588325e-01,-2.956504152e-02,16.713364198
greedy40,40,4.749979e-01,-3.055154745e-02,16.713364198
greedy40,40,4.917330e-01,-3.156893252e-02,16.713364198
greedy40,40,5.090576e-01,-3.261801479e-02,16.713364198
greedy40,40,5.269926e-01,-3.369962266e-02,16.713364198
greedy40,40,5.455595e-01,-3.481459404e-02,16.713364198
greedy40,40,5.647805e-01,-3.596377532e-02,16.713364198
greedy40,40,5.846787e-01,-3.714802032e-02,16.713364198
greedy40,40,6.052780e-01,-3.836818906e-02,16.713364198
greedy40,40,6.266030e-01,-3.962514638e-02,16.713364198
greedy40,40,6.486794e-01,-4.091976049e-02,16.713364198
greedy40,40,6.715335e-01,-4.225290129e-02,16.713364198
greedy40,40,6.951928e-01,-4.362543852e-02,16.713364198
greedy40,40,7.196857e-01,-4.503823980e-02,16.713364198
greedy40,40,7.450415e-01,-4.649216844e-02,16.713364198
greedy40,40,7.712906e-01,-4.798808097e-02,16.713364198
greedy40,40,7.984645e-01,-4.952682463e-02,16.713364198
greedy40,40,8.265959e-01,-5.110923442e-02,16.713364198
greedy40,40,8.557183e-01,-5.273613005e-02,16.713364198
greedy40,40,8.858668e-01,-5.440831260e-02,16.713364198
