family,size,t,lambda_min,t_star
cert5,5,1.000000e-03,-9.803421621e-07,1.091839049
cert5,5,1.035232e-03,-1.014847500e-06,1.091839049
cert5,5,1.071705e-03,-1.050566095e-06,1.091839049
cert5,5,1.109463e-03,-1.087540517e-06,1.091839049
cert5,5,1.148551e-03,-1.125814827e-06,1.091839049
cert5,5,1.189017e-03,-1.165434619e-06,1.091839049
cert5,5,1.230908e-03,-1.206447085e-06,1.091839049
cert5,5,1.274275e-03,-1.248901061e-06,1.091839049
cert5,5,1.319170e-03,-1.292847088e-06,1.091839049
cert5,5,1.365647e-03,-1.338337470e-06,1.091839049
cert5,5,1.413761e-03,-1.385426333e-06,1.091839049
cert5,5,1.463570e-03,-1.434169694e-06,1.091839049
cert5,5,1.515134e-03,-1.484625519e-06,1.091839049
cert5,5,1.568515e-03,-1.536853791e-06,1.091839049
cert5,5,1.623777e-03,-1.590916586e-06,1.091839049
cert5,5,1.680985e-03,-1.646878136e-06,1.091839049
cert5,5,1.740209e-03,-1.704804911e-06,1.091839049
cert5,5,1.801520e-03,-1.764765689e-06,1.091839049
cert5,5,1.864991e-03,-1.826831642e-06,1.091839049
cert5,5,1.930698e-03,-1.891076409e-06,1.091839049
cert5,5,1.998720e-03,-1.957576191e-06,1.091839049
cert5,5,2.069138e-03,-2.026409829e-06,1.091839049
cert5,5,2.142037e-03,-2.097658902e-06,1.091839049
cert5,5,2.217505e-03,-2.171407813e-06,1.091839049
cert5,5,2.295632e-03,-2.247743893e-06,1.091839049
cert5,5,2.376511e-03,-2.326757492e-06,1.091839049
cert5,5,2.460240e-03,-2.408542087e-06,1.091839049
cert5,5,2.546918e-03,-2.493194391e-06,1.091839049
cert5,5,2.636651e-03,-2.580814453e-06,1.091839049
cert5,5,2.729545e-03,-2.671505780e-06,1.091839049
cert5,5,2.825712e-03,-2.765375450e-06,1.091839049
cert5,5,2.925266e-03,-2.862534231e-06,1.091839049
cert5,5,3.028329e-03,-2.963096707e-06,1.091839049
cert5,5,3.135022e-03,-3.067181408e-06,1.091839049
cert5,5,3.245474e-03,-3.174910939e-06,1.091839049
cert5,5,3.359818e-03,-3.286412117e-06,1.091839049
cert5,5,3.478191e-03,-3.401816115e-06,1.091839049
cert5,5,3.600733e-03,-3.521258602e-06,1.091839049
cert5,5,3.727594e-03,-3.644879898e-06,1.091839049
cert5,5,3.858923e-03,-3.772825124e-06,1.091839049
cert5,5,3.994880e-03,-3.905244363e-06,1.091839049
cert5,5,4.135627e-03,-4.042292827e-06,1.091839049
cert5,5,4.281332e-03,-4.184131020e-06,1.091839049
cert5,5,4.432171e-03,-4.330924914e-06,1.091839049
cert5,5,4.588325e-03,-4.482846134e-06,1.091839049
cert5,5,4.749979e-03,-4.640072134e-06,1.091839049
cert5,5,4.917330e-03,-4.802786394e-06,1.091839049
cert5,5,5.090576e-03,-4.971178612e-06,1.091839049
cert5,5,5.269926e-03,-5.145444907e-06,1.091839049
cert5,5,5.455595e-03,-5.325788028e-06,1.091839049
cert5,5,5.647805e-03,-5.512417562e-06,1.091839049
cert5,5,5.846787e-03,-5.705550161e-06,1.091839049
cert5,5,6.052780e-03,-5.905409761e-06,1.091839049
cert5,5,6.266030e-03,-6.112227818e-06,1.091839049
cert5,5,6.486794e-03,-6.326243545e-06,1.091839049
cert5,5,6.715335e-03,-6.547704157e-06,1.091839049
cert5,5,6.951928e-03,-6.776865118e-06,1.091839049
cert5,5,7.196857e-03,-7.013990408e-06,1.091839049
cert5,5,7.450415e-03,-7.259352782e-06,1.091839049
cert5,5,7.712906e-03,-7.513234041e-06,1.091839049
cert5,5,7.984645e-03,-7.775925312e-06,1.091839049
cert5,5,8.265959e-03,-8.047727336e-06,1.091839049
cert5,5,8.557183e-03,-8.328950753e-06,1.091839049
cert5,5,8.858668e-03,-8.619916412e-06,1.091839049
cert5,5,9.170775e-03,-8.920955666e-06,1.091839049
cert5,5,9.493877e-03,-9.232410694e-06,1.091839049
cert5,5,9.828363e-03,-9.554634818e-06,1.091839049
cert5,5,1.017463e-02,-9.887992829e-06,1.091839049
cert5,5,1.053310e-02,-1.023286132e-05,1.091839049
cert5,5,1.090420e-02,-1.058962904e-05,1.091839049
cert5,5,1.128838e-02,-1.095869722e-05,1.091839049
cert5,5,1.168609e-02,-1.134047995e-05,1.091839049
cert5,5,1.209781e-02,-1.173540449e-05,1.091839049
cert5,5,1.252404e-02,-1.214391173e-05,1.091839049
cert5,5,1.296528e-02,-1.256645647e-05,1.091839049
cert5,5,1.342207e-02,-1.300350784e-05,1.091839049
cert5,5,1.389495e-02,-1.345554966e-05,1.091839049
cert5,5,1.438450e-02,-1.392308089e-05,1.091839049
cert5,5,1.489129e-02,-1.440661592e-05,1.091839049
cert5,5,1.541594e-02,-1.490668506e-05,1.091839049
cert5,5,1.595907e-02,-1.542383488e-05,1.091839049
cert5,5,1.652133e-02,-1.595862864e-05,1.091839049
cert5,5,1.710341e-02,-1.651164669e-05,1.091839049
cert5,5,1.770599e-02,-1.708348687e-05,1.091839049
cert5,5,1.832981e-02,-1.767476489e-05,1.091839049
cert5,5,1.897560e-02,-1.828611479e-05,1.091839049
cert5,5,1.964414e-02,-1.891818930e-05,1.091839049
cert5,5,2.033624e-02,-1.957166024e-05,1.091839049
cert5,5,2.105272e-02,-2.024721892e-05,1.091839049
cert5,5,2.179445e-02,-2.094557655e-05,1.091839049
cert5,5,2.256230e-02,-2.166746458e-05,1.091839049
cert5,5,2.335721e-02,-2.241363509e-05,1.091839049
cert5,5,2.418013e-02,-2.318486117e-05,1.091839049
cert5,5,2.503204e-02,-2.398193723e-05,1.091839049
cert5,5,2.591396e-02,-2.480567933e-05,1.091839049
cert5,5,2.682696e-02,-2.565692555e-05,1.091839049
cert5,5,2.777212e-02,-2.653653618e-05,1.091839049
cert5,5,2.875058e-02,-2.744539410e-05,1.091839049
cert5,5,2.976351e-02,-2.838440490e-05,1.091839049
cert5,5,3.081214e-02,-2.935449718e-05,1.091839049
cert5,5,3.189770e-02,-3.035662268e-05,1.091839049
cert5,5,3.302151e-02,-3.139175641e-05,1.091839049
cert5,5,3.418492e-02,-3.246089676e-05,1.091839049
cert5,5,3.538932e-02,-3.356506549e-05,1.091839049
cert5,5,3.663615e-02,-3.470530778e-05,1.091839049
cert5,5,3.792690e-02,-3.588269210e-05,1.091839049
cert5,5,3.926313e-02,-3.709831008e-05,1.091839049
cert5,5,4.064644e-02,-3.835327630e-05,1.091839049
cert5,5,4.207849e-02,-3.964872800e-05,1.091839049
cert5,5,4.356099e-02,-4.098582465e-05,1.091839049
cert5,5,4.509572e-02,-4.236574751e-05,1.091839049
cert5,5,4.668452e-02,-4.378969901e-05,1.091839049
cert5,5,4.832930e-02,-4.525890203e-05,1.091839049
cert5,5,5.003203e-02,-4.677459908e-05,1.091839049
cert5,5,5.179475e-02,-4.833805131e-05,1.091839049
cert5,5,5.361957e-02,-4.995053735e-05,1.091839049
cert5,5,5.550868e-02,-5.161335204e-05,1.091839049
cert5,5,5.746435e-02,-5.332780492e-05,1.091839049
cert5,5,5.948892e-02,-5.509521857e-05,1.091839049
cert5,5,6.158482e-02,-5.691692666e-05,1.091839049
cert5,5,6.375456e-02,-5.879427187e-05,1.091839049
cert5,5,6.600075e-02,-6.072860345e-05,1.091839049
cert5,5,6.832607e-02,-6.272127460e-05,1.091839049
cert5,5,7.073332e-02,-6.477363944e-05,1.091839049
cert5,5,7.322538e-02,-6.688704979e-05,1.091839049
cert5,5,7.580524e-02,-6.906285148e-05,1.091839049
cert5,5,7.847600e-02,-7.130238031e-05,1.091839049
cert5,5,8.124085e-02,-7.360695766e-05,1.091839049
cert5,5,8.410311e-02,-7.597788558e-05,1.091839049
cert5,5,8.706621e-02,-7.841644142e-05,1.091839049
cert5,5,9.013370e-02,-8.092387194e-05,1.091839049
cert5,5,9.330927e-02,-8.350138689e-05,1.091839049
cert5,5,9.659673e-02,-8.615015192e-05,1.091839049
cert5,5,1.000000e-01,-8.887128090e-05,1.091839049
cert5,5,1.035232e-01,-9.166582748e-05,1.091839049
cert5,5,1.071705e-01,-9.453477592e-05,1.091839049
cert5,5,1.109463e-01,-9.747903108e-05,1.091839049
cert5,5,1.148551e-01,-1.004994075e-04,1.091839049
cert5,5,1.189017e-01,-1.035966178e-04,1.091839049
cert5,5,1.230908e-01,-1.067712593e-04,1.091839049
cert5,5,1.274275e-01,-1.100238006e-04,1.091839049
cert5,5,1.319170e-01,-1.133545661e-04,1.091839049
cert5,5,1.365647e-01,-1.167637196e-04,1.091839049
cert5,5,1.413761e-01,-1.202512467e-04,1.091839049
cert5,5,1.463570e-01,-1.238169349e-04,1.091839049
cert5,5,1.515134e-01,-1.274603536e-04,1.091839049
cert5,5,1.568515e-01,-1.311808307e-04,1.091839049
cert5,5,1.623777e-01,-1.349774285e-04,1.091839049
cert5,5,1.680985e-01,-1.388489174e-04,1.091839049
cert5,5,1.740209e-01,-1.427937468e-04,1.091839049
cert5,5,1.801520e-01,-1.468100150e-04,1.091839049
cert5,5,1.864991e-01,-1.508954354e-04,1.091839049
cert5,5,1.930698e-01,-1.550473007e-04,1.091839049
cert5,5,1.998720e-01,-1.592624443e-04,1.091839049
cert5,5,2.069138e-01,-1.635371984e-04,1.091839049
cert5,5,2.142037e-01,-1.678673491e-04,1.091839049
cert5,5,2.217505e-01,-1.722480876e-04,1.091839049
cert5,5,2.295632e-01,-1.766739585e-04,1.091839049
cert5,5,2.376511e-01,-1.811388030e-04,1.091839049
cert5,5,2.460240e-01,-1.856356988e-04,1.091839049
cert5,5,2.546918e-01,-1.901568946e-04,1.091839049
cert5,5,2.636651e-01,-1.946937405e-04,1.091839049
cert5,5,2.729545e-01,-1.992366121e-04,1.091839049
cert5,5,2.825712e-01,-2.037748298e-04,1.091839049
cert5,5,2.925266e-01,-2.082965717e-04,1.091839049
cert5,5,3.028329e-01,-2.127887803e-04,1.091839049
cert5,5,3.135022e-01,-2.172370612e-04,1.091839049
cert5,5,3.245474e-01,-2.216255763e-04,1.091839049
cert5,5,3.359818e-01,-2.259369269e-04,1.091839049
cert5,5,3.478191e-01,-2.301520299e-04,1.091839049
cert5,5,3.600733e-01,-2.342499842e-04,1.091839049
cert5,5,3.727594e-01,-2.382079274e-04,1.091839049
cert5,5,3.858923e-01,-2.420008823e-04,1.091839049
cert5,5,3.994880e-01,-2.456015921e-04,1.091839049
cert5,5,4.135627e-01,-2.489803440e-04,1.091839049
cert5,5,4.281332e-01,-2.521047796e-04,1.091839049
cert5,5,4.432171e-01,-2.549396923e-04,1.091839049
cert5,5,4.588325e-01,-2.574468100e-04,1.091839049
cert5,5,4.749979e-01,-2.595845623e-04,1.091839049
cert5,5,4.917330e-01,-2.613078312e-04,1.091839049
cert5,5,5.090576e-01,-2.625676845e-04,1.091839049
cert5,5,5.269926e-01,-2.633110899e-04,1.091839049
cert5,5,5.455595e-01,-2.634806098e-04,1.091839049
cert5,5,5.647805e-01,-2.630140740e-04,1.091839049
cert5,5,5.846787e-01,-2.618442302e-04,1.091839049
cert5,5,6.052780e-01,-2.598983701e-04,1.091839049
cert5,5,6.266030e-01,-2.570979296e-04,1.091839049
cert5,5,6.486794e-01,-2.533580617e-04,1.091839049
cert5,5,6.715335e-01,-2.485871802e-04,1.091839049
cert5,5,6.951928e-01,-2.426864716e-04,1.091839049
cert5,5,7.196857e-01,-2.355493750e-04,1.091839049
cert5,5,7.450415e-01,-2.270610258e-04,1.091839049
cert5,5,7.712906e-01,-2.170976622e-04,1.091839049
cert5,5,7.984645e-01,-2.055259927e-04,1.091839049
cert5,5,8.265959e-01,-1.922025197e-04,1.091839049
cert5,5,8.557183e-01,-1.769728201e-04,1.091839049
cert5,5,8.858668e-01,-1.596707769e-04,1.091839049
cert5,5,9.170775e-01,-1.401177609e-04,1.091839049
cert5,5,9.493877e-01,-1.181217587e-04,1.091839049
cert5,5,9.828363e-01,-9.347644406e-05,1.091839049
cert5,5,1.017463e+00,-6.596018888e-05,1.091839049
cert5,5,1.053310e+00,-3.533501075e-05,1.091839049
cert5,5,1.090420e+00,-1.345453105e-06,1.091839049
cert5,5,1.128838e+00,3.628260588e-05,1.091839049
cert5,5,1.168609e+00,7.784321963e-05,1.091839049
cert5,5,1.209781e+00,1.236517190e-04,1.091839049
cert5,5,1.252404e+00,1.740461419e-04,1.091839049
cert5,5,1.296528e+00,2.293887517e-04,1.091839049
cert5,5,1.342207e+00,2.900676484e-04,1.091839049
cert5,5,1.389495e+00,3.564984784e-04,1.091839049
cert5,5,1.438450e+00,4.291262476e-04,1.091839049
cert5,5,1.489129e+00,5.084272424e-04,1.091839049
cert5,5,1.541594e+00,5.949110659e-04,1.091839049
cert5,5,1.595907e+00,6.891227930e-04,1.091839049
cert5,5,1.652133e+00,7.916452508e-04,1.091839049
cert5,5,1.710341e+00,9.031014315e-04,1.091839049
cert5,5,1.770599e+00,1.024157041e-03,1.091839049
cert5,5,1.832981e+00,1.155523193e-03,1.091839049
cert5,5,1.897560e+00,1.297959250e-03,1.091839049
cert5,5,1.964414e+00,1.452275823e-03,1.091839049
cert5,5,2.033624e+00,1.619337934e-03,1.091839049
cert5,5,2.105272e+00,1.800068341e-03,1.091839049
cert5,5,2.179445e+00,1.995451047e-03,1.091839049
cert5,5,2.256230e+00,2.206534979e-03,1.091839049
cert5,5,2.335721e+00,2.434437864e-03,1.091839049
cert5,5,2.418013e+00,2.680350287e-03,1.091839049
cert5,5,2.503204e+00,2.945539957e-03,1.091839049
cert5,5,2.591396e+00,3.231356167e-03,1.091839049
cert5,5,2.682696e+00,3.539234464e-03,1.091839049
cert5,5,2.777212e+00,3.870701531e-03,1.091839049
cert5,5,2.875058e+00,4.227380281e-03,1.091839049
cert5,5,2.976351e+00,4.610995170e-03,1.091839049
cert5,5,3.081214e+00,5.023377724e-03,1.091839049
cert5,5,3.189770e+00,5.466472291e-03,1.091839049
cert5,5,3.302151e+00,5.942341999e-03,1.091839049
cert5,5,3.418492e+00,6.453174945e-03,1.091839049
cert5,5,3.538932e+00,7.001290579e-03,1.091839049
cert5,5,3.663615e+00,7.589146306e-03,1.091839049
cert5,5,3.792690e+00,8.219344275e-03,1.091839049
cert5,5,3.926313e+00,8.894638364e-03,1.091839049
cert5,5,4.064644e+00,9.617941333e-03,1.091839049
cert5,5,4.207849e+00,1.039233214e-02,1.091839049
cert5,5,4.356099e+00,1.122106339e-02,1.091839049
cert5,5,4.509572e+00,1.210756890e-02,1.091839049
cert5,5,4.668452e+00,1.305547138e-02,1.091839049
cert5,5,4.832930e+00,1.406859013e-02,1.091839049
cert5,5,5.003203e+00,1.515094880e-02,1.091839049
cert5,5,5.179475e+00,1.630678311e-02,1.091839049
cert5,5,5.361957e+00,1.754054851e-02,1.091839049
cert5,5,5.550868e+00,1.885692776e-02,1.091839049
cert5,5,5.746435e+00,2.026083828e-02,1.091839049
cert5,5,5.948892e+00,2.175743932e-02,1.091839049
cert5,5,6.158482e+00,2.335213878e-02,1.091839049
cert5,5,6.375456e+00,2.505059967e-02,1.091839049
cert5,5,6.600075e+00,2.685874605e-02,1.091839049
cert5,5,6.832607e+00,2.878276848e-02,1.091839049
cert5,5,7.073332e+00,3.082912870e-02,1.091839049
cert5,5,7.322538e+00,3.300456356e-02,1.091839049
cert5,5,7.580524e+00,3.531608801e-02,1.091839049
cert5,5,7.847600e+00,3.777099708e-02,1.091839049
cert5,5,8.124085e+00,4.037686663e-02,1.091839049
cert5,5,8.410311e+00,4.314155269e-02,1.091839049
cert5,5,8.706621e+00,4.607318943e-02,1.091839049
cert5,5,9.013370e+00,4.918018527e-02,1.091839049
cert5,5,9.330927e+00,5.247121720e-02,1.091839049
cert5,5,9.659673e+00,5.595522302e-02,1.091839049
cert5,5,1.000000e+01,5.964139131e-02,1.091839049
cert5,5,1.035232e+01,6.353914882e-02,1.091839049
cert5,5,1.071705e+01,6.765814531e-02,1.091839049
cert5,5,1.109463e+01,7.200823532e-02,1.091839049
cert5,5,1.148551e+01,7.659945683e-02,1.091839049
cert5,5,1.189017e+01,8.144200658e-02,1.091839049
cert5,5,1.230908e+01,8.654621171e-02,1.091839049
cert5,5,1.274275e+01,9.192249760e-02,1.091839049
cert5,5,1.319170e+01,9.758135163e-02,1.091839049
cert5,5,1.365647e+01,1.035332827e-01,1.091839049
cert5,5,1.413761e+01,1.097887765e-01,1.091839049
cert5,5,1.463570e+01,1.163582454e-01,1.091839049
cert5,5,1.515134e+01,1.232519749e-01,1.091839049
cert5,5,1.568515e+01,1.304800639e-01,1.091839049
cert5,5,1.623777e+01,1.380523606e-01,1.091839049
cert5,5,1.680985e+01,1.459783936e-01,1.091839049
cert5,5,1.740209e+01,1.542672975e-01,1.091839049
cert5,5,1.801520e+01,1.629277339e-01,1.091839049
cert5,5,1.864991e+01,1.719678077e-01,1.091839049
cert5,5,1.930698e+01,1.813949786e-01,1.091839049
cert5,5,1.998720e+01,1.912159684e-01,1.091839049
cert5,5,2.069138e+01,2.014366645e-01,1.091839049
cert5,5,2.142037e+01,2.120620198e-01,1.091839049
cert5,5,2.217505e+01,2.230959501e-01,1.091839049
cert5,5,2.295632e+01,2.345412287e-01,1.091839049
cert5,5,2.376511e+01,2.463993806e-01,1.091839049
cert5,5,2.460240e+01,2.586705751e-01,1.091839049
cert5,5,2.546918e+01,2.713535200e-01,1.091839049
cert5,5,2.636651e+01,2.844453573e-01,1.091839049
cert5,5,2.729545e+01,2.979415616e-01,1.091839049
cert5,5,2.825712e+01,3.118358431e-01,1.091839049
cert5,5,2.925266e+01,3.261200572e-01,1.091839049
cert5,5,3.028329e+01,3.407841211e-01,1.091839049
cert5,5,3.135022e+01,3.558159394e-01,1.091839049
cert5,5,3.245474e+01,3.712013419e-01,1.091839049
cert5,5,3.359818e+01,3.869240331e-01,1.091839049
cert5,5,3.478191e+01,4.029655572e-01,1.091839049
cert5,5,3.600733e+01,4.193052797e-01,1.091839049
cert5,5,3.727594e+01,4.359203867e-01,1.091839049
cert5,5,3.858923e+01,4.527859055e-01,1.091839049
cert5,5,3.994880e+01,4.698747456e-01,1.091839049
cert5,5,4.135627e+01,4.871577637e-01,1.091839049
cert5,5,4.281332e+01,5.046038532e-01,1.091839049
cert5,5,4.432171e+01,5.221800583e-01,1.091839049
cert5,5,4.588325e+01,5.398517150e-01,1.091839049
cert5,5,4.749979e+01,5.575826179e-01,1.091839049
cert5,5,4.917330e+01,5.753352132e-01,1.091839049
cert5,5,5.090576e+01,5.930708180e-01,1.091839049
cert5,5,5.269926e+01,6.107498636e-01,1.091839049
cert5,5,5.455595e+01,6.283321630e-01,1.091839049
cert5,5,5.647805e+01,6.457771983e-01,1.091839049
cert5,5,5.846787e+01,6.630444278e-01,1.091839049
cert5,5,6.052780e+01,6.800936083e-01,1.091839049
cert5,5,6.266030e+01,6.968851292e-01,1.091839049
cert5,5,6.486794e+01,7.133803543e-01,1.091839049
cert5,5,6.715335e+01,7.295419672e-01,1.091839049
cert5,5,6.951928e+01,7.453343141e-01,1.091839049
cert5,5,7.196857e+01,7.607237398e-01,1.091839049
cert5,5,7.450415e+01,7.756789109e-01,1.091839049
cert5,5,7.712906e+01,7.901711191e-01,1.091839049
cert5,5,7.984645e+01,8.041745601e-01,1.091839049
cert5,5,8.265959e+01,8.176665809e-01,1.091839049
cert5,5,8.557183e+01,8.306278887e-01,1.091839049
cert5,5,8.858668e+01,8.430427162e-01,1.091839049
cert5,5,9.170775e+01,8.548989374e-01,1.091839049
cert5,5,9.493877e+01,8.661881273e-01,1.091839049
cert5,5,9.828363e+01,8.769055625e-01,1.091839049
cert5,5,1.017463e+02,8.870501585e-01,1.091839049
cert5,5,1.053310e+02,8.966243436e-01,1.091839049
cert5,5,1.090420e+02,9.056338684e-01,1.091839049
cert5,5,1.128838e+02,9.140875579e-01,1.091839049
cert5,5,1.168609e+02,9.219970114e-01,1.091839049
cert5,5,1.209781e+02,9.293762623e-01,1.091839049
cert5,5,1.252404e+02,9.362414119e-01,1.091839049
cert5,5,1.296528e+02,9.426102522e-01,1.091839049
cert5,5,1.342207e+02,9.485018963e-01,1.091839049
cert5,5,1.389495e+02,9.539364299e-01,1.091839049
cert5,5,1.438450e+02,9.589345988e-01,1.091839049
cert5,5,1.489129e+02,9.635175400e-01,1.091839049
cert5,5,1.541594e+02,9.677065618e-01,1.091839049
cert5,5,1.595907e+02,9.715229709e-01,1.091839049
cert5,5,1.652133e+02,9.749879432e-01,1.091839049
cert5,5,1.710341e+02,9.781224307e-01,1.091839049
cert5,5,1.770599e+02,9.809470945e-01,1.091839049
cert5,5,1.832981e+02,9.834822558e-01,1.091839049
cert5,5,1.897560e+02,9.857478554e-01,1.091839049
cert5,5,1.964414e+02,9.877634162e-01,1.091839049
cert5,5,2.033624e+02,9.895480028e-01,1.091839049
cert5,5,2.105272e+02,9.911201756e-01,1.091839049
cert5,5,2.179445e+02,9.924979389e-01,1.091839049
cert5,5,2.256230e+02,9.936986833e-01,1.091839049
cert5,5,2.335721e+02,9.947391243e-01,1.091839049
cert5,5,2.418013e+02,9.956352401e-01,1.091839049
cert5,5,2.503204e+02,9.964022107e-01,1.091839049
cert5,5,2.591396e+02,9.970543625e-01,1.091839049
cert5,5,2.682696e+02,9.976051201e-01,1.091839049
cert5,5,2.777212e+02,9.980669680e-01,1.091839049
cert5,5,2.875058e+02,9.984514250e-01,1.091839049
cert5,5,2.976351e+02,9.987690307e-01,1.091839049
cert5,5,3.081214e+02,9.990293460e-01,1.091839049
cert5,5,3.189770e+02,9.992409667e-01,1.091839049
cert5,5,3.302151e+02,9.994115503e-01,1.091839049
cert5,5,3.418492e+02,9.995478539e-01,1.091839049
cert5,5,3.538932e+02,9.996557818e-01,1.091839049
cert5,5,3.663615e+02,9.997404421e-01,1.091839049
cert5,5,3.792690e+02,9.998062083e-01,1.091839049
cert5,5,3.926313e+02,9.998567856e-01,1.091839049
cert5,5,4.064644e+02,9.998952791e-01,1.091839049
cert5,5,4.207849e+02,9.999242620e-01,1.091839049
cert5,5,4.356099e+02,9.999458420e-01,1.091839049
cert5,5,4.509572e+02,9.999617258e-01,1.091839049
cert5,5,4.668452e+02,9.999732783e-01,1.091839049
cert5,5,4.832930e+02,9.999815773e-01,1.091839049
cert5,5,5.003203e+02,9.999874634e-01,1.091839049
cert5,5,5.179475e+02,9.999915832e-01,1.091839049
cert5,5,5.361957e+02,9.999944276e-01,1.091839049
cert5,5,5.550868e+02,9.999963637e-01,1.091839049
cert5,5,5.746435e+02,9.999976624e-01,1.091839049
cert5,5,5.948892e+02,9.999985204e-01,1.091839049
cert5,5,6.158482e+02,9.999990784e-01,1.091839049
cert5,5,6.375456e+02,9.999994354e-01,1.091839049
cert5,5,6.600075e+02,9.999996600e-01,1.091839049
cert5,5,6.832607e+02,9.999997989e-01,1.091839049
cert5,5,7.073332e+02,9.999998832e-01,1.091839049
cert5,5,7.322538e+02,9.999999335e-01,1.091839049
cert5,5,7.580524e+02,9.999999628e-01,1.091839049
cert5,5,7.847600e+02,9.999999797e-01,1.091839049
cert5,5,8.124085e+02,9.999999891e-01,1.091839049
cert5,5,8.410311e+02,9.999999943e-01,1.091839049
cert5,5,8.706621e+02,9.999999971e-01,1.091839049
cert5,5,9.013370e+02,9.999999985e-01,1.091839049
cert5,5,9.330927e+02,9.999999993e-01,1.091839049
cert5,5,9.659673e+02,9.999999997e-01,1.091839049
cert5,5,1.000000e+03,9.999999998e-01,1.091839049
cert13,13,1.000000e-03,-1.081937717e-06,0.124064840
cert13,13,1.035232e-03,-1.119729882e-06,0.124064840
cert13,13,1.071705e-03,-1.158830131e-06,0.124064840
cert13,13,1.109463e-03,-1.199282870e-06,0.124064840
cert13,13,1.148551e-03,-1.241133954e-06,0.124064840
cert13,13,1.189017e-03,-1.284430721e-06,0.124064840
cert13,13,1.230908e-03,-1.329222039e-06,0.124064840
cert13,13,1.274275e-03,-1.375558353e-06,0.124064840
cert13,13,1.319170e-03,-1.423491724e-06,0.124064840
cert13,13,1.365647e-03,-1.473075877e-06,0.124064840
cert13,13,1.413761e-03,-1.524366248e-06,0.124064840
cert13,13,1.463570e-03,-1.577420032e-06,0.124064840
cert13,13,1.515134e-03,-1.632296229e-06,0.124064840
cert13,13,1.568515e-03,-1.689055694e-06,0.124064840
cert13,13,1.623777e-03,-1.747761184e-06,0.124064840
cert13,13,1.680985e-03,-1.808477413e-06,0.124064840
cert13,13,1.740209e-03,-1.871271095e-06,0.124064840
cert13,13,1.801520e-03,-1.936211002e-06,0.124064840
cert13,13,1.864991e-03,-2.003368010e-06,0.124064840
cert13,13,1.930698e-03,-2.072815155e-06,0.124064840
cert13,13,1.998720e-03,-2.144627679e-06,0.124064840
cert13,13,2.069138e-03,-2.218883088e-06,0.124064840
cert13,13,2.142037e-03,-2.295661199e-06,0.124064840
cert13,13,2.217505e-03,-2.375044194e-06,0.124064840
cert13,13,2.295632e-03,-2.457116670e-06,0.124064840
cert13,13,2.376511e-03,-2.541965690e-06,0.124064840
cert13,13,2.460240e-03,-2.629680835e-06,0.124064840
cert13,13,2.546918e-03,-2.720354250e-06,0.124064840
cert13,13,2.636651e-03,-2.814080693e-06,0.124064840
cert13,13,2.729545e-03,-2.910957584e-06,0.124064840
cert13,13,2.825712e-03,-3.011085048e-06,0.124064840
cert13,13,2.925266e-03,-3.114565958e-06,0.124064840
cert13,13,3.028329e-03,-3.221505977e-06,0.124064840
cert13,13,3.135022e-03,-3.332013597e-06,0.124064840
cert13,13,3.245474e-03,-3.446200173e-06,0.124064840
cert13,13,3.359818e-03,-3.564179959e-06,0.124064840
cert13,13,3.478191e-03,-3.686070130e-06,0.124064840
cert13,13,3.600733e-03,-3.811990812e-06,0.124064840
cert13,13,3.727594e-03,-3.942065101e-06,0.124064840
cert13,13,3.858923e-03,-4.076419073e-06,0.124064840
cert13,13,3.994880e-03,-4.215181795e-06,0.124064840
cert13,13,4.135627e-03,-4.358485330e-06,0.124064840
cert13,13,4.281332e-03,-4.506464724e-06,0.124064840
cert13,13,4.432171e-03,-4.659257996e-06,0.124064840
cert13,13,4.588325e-03,-4.817006116e-06,0.124064840
cert13,13,4.749979e-03,-4.979852969e-06,0.124064840
cert13,13,4.917330e-03,-5.147945314e-06,0.124064840
cert13,13,5.090576e-03,-5.321432726e-06,0.124064840
cert13,13,5.269926e-03,-5.500467528e-06,0.124064840
cert13,13,5.455595e-03,-5.685204707e-06,0.124064840
cert13,13,5.647805e-03,-5.875801814e-06,0.124064840
cert13,13,5.846787e-03,-6.072418848e-06,0.124064840
cert13,13,6.052780e-03,-6.275218121e-06,0.124064840
cert13,13,6.266030e-03,-6.484364101e-06,0.124064840
cert13,13,6.486794e-03,-6.700023233e-06,0.124064840
cert13,13,6.715335e-03,-6.922363735e-06,0.124064840
cert13,13,6.951928e-03,-7.151555371e-06,0.124064840
cert13,13,7.196857e-03,-7.387769189e-06,0.124064840
cert13,13,7.450415e-03,-7.631177233e-06,0.124064840
cert13,13,7.712906e-03,-7.881952219e-06,0.124064840
cert13,13,7.984645e-03,-8.140267170e-06,0.124064840
cert13,13,8.265959e-03,-8.406295019e-06,0.124064840
cert13,13,8.557183e-03,-8.680208159e-06,0.124064840
cert13,13,8.858668e-03,-8.962177956e-06,0.124064840
cert13,13,9.170775e-03,-9.252374200e-06,0.124064840
cert13,13,9.493877e-03,-9.550964511e-06,0.124064840
cert13,13,9.828363e-03,-9.858113677e-06,0.124064840
cert13,13,1.017463e-02,-1.017398293e-05,0.124064840
cert13,13,1.053310e-02,-1.049872917e-05,0.124064840
cert13,13,1.090420e-02,-1.083250405e-05,0.124064840
cert13,13,1.128838e-02,-1.117545309e-05,0.124064840
cert13,13,1.168609e-02,-1.152771459e-05,0.124064840
