genus,partitions,pairs,dominance_comparable,incomparable,crossing_pairs,cycles,closest_approach
1,1,0,0,0,0,0,inf
2,2,1,1,0,0,0,inf
14,41111111111,3332111,4.0,-8.0,1.3668513376,0
14,41111111111,33311111,3.0,-6.0,1.0474280674,0
14,41111111111,332222,5.0,-8.0,1.5665215486,0
14,41111111111,3322211,4.0,-6.0,1.2477203173,0
14,41111111111,33221111,3.0,-4.0,0.9292832014,0
14,41111111111,332111111,2.0,-2.0,0.6116884279,0
14,41111111111,3311111111,1.0,0.0,0.2963641297,0
14,41111111111,3222221,4.0,-4.0,1.1449119048,0
14,41111111111,32222111,3.0,-2.0,0.8319236879,0
14,41111111111,322211111,2.0,0.0,0.5236979344,0
14,41111111111,3221111111,1.0,2.0,0.1650962756,1
14,41111111111,2222222,4.0,-2.0,1.0586816814,0
14,41111111111,22222211,3.0,0.0,0.7547830158,0
14,41111111111,222221111,2.0,2.0,0.4265421708,1
14,41111111111,2222111111,1.0,4.0,-0.0166184606,1
14,3332111,332222,1.0,0.0,0.2332239775,0
14,33311111,332222,2.0,-2.0,0.5358060914,0
14,33311111,3322211,1.0,0.0,0.2332239775,0
14,33311111,3222221,1.0,2.0,0.0995602268,1
14,33311111,2222222,1.0,4.0,-0.0830433555,1
14,33221111,3222221,1.0,0.0,0.2332239775,0
14,33221111,2222222,1.0,2.0,0.0995602268,1
14,332111111,3222221,2.0,-2.0,0.5358060914,0
14,332111111,32222111,1.0,0.0,0.2332239775,0
14,332111111,2222222,2.0,0.0,0.4664479549,0
14,332111111,22222211,1.0,2.0,0.0995602268,1
14,3311111111,3222221,3.0,-4.0,0.8488105375,0
14,3311111111,32222111,2.0,-2.0,0.5358060914,0
14,3311111111,322211111,1.0,0.0,0.2332239775,0
14,3311111111,2222222,3.0,-2.0,0.7643951928,0
14,3311111111,22222211,2.0,0.0,0.4664479549,0
14,3311111111,222221111,1.0,2.0,0.0995602268,1
14,32222111,2222222,1.0,0.0,0.2332239775,0
14,322211111,2222222,2.0,-2.0,0.5358060914,0
14,322211111,22222211,1.0,0.0,0.2332239775,0
14,3221111111,2222222,3.0,-4.0,0.8488105375,0
14,3221111111,22222211,2.0,-2.0,0.5358060914,0
14,3221111111,222221111,1.0,0.0,0.2332239775,0
14,32111111111,2222222,4.0,-6.0,1.1650352811,0
14,32111111111,22222211,3.0,-4.0,0.8488105375,0
14,32111111111,222221111,2.0,-2.0,0.5358060914,0
14,32111111111,2222111111,1.0,0.0,0.2332239775,0
14,311111111111,2222222,5.0,-8.0,1.4826098860,0
14,311111111111,22222211,4.0,-6.0,1.1650352811,0
14,311111111111,222221111,3.0,-4.0,0.8488105375,0
14,311111111111,2222111111,2.0,-2.0,0.5358060914,0
14,311111111111,22211111111,1.0,0.0,0.2332239775,0
15,1311,123,1.0,18.0,-0.0885586745,1
15,1311,114,1.0,34.0,-0.4895255611,1
15,1311,105,1.0,46.0,-0.7840563892,1
15,1311,96,1.0,54.0,-0.9776022338,1
15,1311,87,1.0,58.0,-1.0735660019,1
15,1221,114,1.0,12.0,0.2613344302,1
15,1221,105,1.0,24.0,-0.0220191418,1
15,1221,96,1.0,32.0,-0.2125837504,1
15,1221,87,1.0,36.0,-0.3075856808,1
15,12111,114,2.0,10.0,0.6652295525,1
15,12111,1131,1.0,16.0,-0.0609374420,1
15,12111,1122,1.0,18.0,-0.2361976914,1
15,12111,105,2.0,22.0,0.4074324627,1
15,12111,1041,1.0,30.0,-0.4332356998,1
15,12111,1032,1.0,34.0,-0.7092361450,1
15,12111,96,2.0,30.0,0.2233492696,1
15,12111,951,1.0,40.0,-0.6941173610,1
15,12111,942,1.0,46.0,-1.0513694511,1
15,12111,933,1.0,48.0,-1.1517484289,1
15,12111,87,2.0,34.0,0.1304473193,1
15,12111,861,1.0,46.0,-0.8486749848,1
15,12111,852,1.0,54.0,-1.2748334517,1
15,12111,843,1.0,58.0,-1.4572430373,1
15,12111,771,1.0,48.0,-0.8998940596,1
15,12111,762,1.0,58.0,-1.3852832672,1
15,12111,753,1.0,64.0,-1.6373497987,1
15,12111,744,1.0,66.0,-1.7198478931,1
15,12111,663,1.0,66.0,-1.6968678064,1
15,12111,654,1.0,70.0,-1.8493958203,1
15,12111,555,1.0,72.0,-1.9194141988,1
15,1131,105,1.0,6.0,0.4948299801,1
15,1131,96,1.0,14.0,0.3377682591,1
15,1131,87,1.0,18.0,0.2496570699,1
15,1122,105,1.0,4.0,0.6923526366,1
15,1122,1041,0.0,12.0,-0.1362651725,1
15,1122,96,1.0,12.0,0.5727433264,1
15,1122,951,0.0,22.0,-0.3988713349,1
15,1122,87,1.0,16.0,0.4923189915,1
15,1122,861,0.0,28.0,-0.5534972845,1
15,1122,771,0.0,30.0,-0.6046680234,1
15,11211,105,2.0,2.0,0.9991329808,1
15,11211,1041,1.0,10.0,0.2941122754,1
15,11211,1032,1.0,14.0,-0.0301399094,1
15,11211,96,2.0,10.0,0.9369971782,1
15,11211,951,1.0,20.0,0.0463535182,1
15,11211,942,1.0,26.0,-0.3701617263,1
15,11211,933,1.0,28.0,-0.4760998726,1
15,11211,87,2.0,14.0,0.8718886941,1
15,11211,861,1.0,26.0,-0.1048856982,1
15,11211,852,1.0,34.0,-0.5930149406,1
15,11211,843,1.0,38.0,-0.7812077519,1
15,11211,771,1.0,28.0,-0.1552876745,1
15,11211,762,1.0,38.0,-0.7033218110,1
15,11211,753,1.0,44.0,-0.9610751038,1
15,11211,744,1.0,46.0,-1.0435798273,1
15,11211,663,1.0,46.0,-1.0205217337,1
15,11211,654,1.0,50.0,-1.1728508025,1
15,11211,555,1.0,52.0,-1.2427055797,1
15,111111,105,3.0,0.0,1.3038544436,0
15,111111,1041,2.0,8.0,0.6940655182,1
15,111111,1032,2.0,12.0,0.4057431501,1
15,111111,10311,1.0,14.0,-0.0301399094,1
15,111111,10221,1.0,16.0,-0.2084579546,1
15,111111,96,3.0,8.0,1.2811186360,1
15,111111,951,2.0,18.0,0.4761567219,1
15,111111,942,2.0,24.0,0.0794037244,1
15,111111,9411,1.0,26.0,-0.3701617263,1
15,111111,933,2.0,26.0,-0.0256046016,1
15,111111,9321,1.0,30.0,-0.6521289199,1
15,111111,9222,1.0,32.0,-0.8104542649,1
15,111111,87,3.0,12.0,1.2355960192,1
15,111111,861,2.0,24.0,0.3320714965,1
15,111111,852,2.0,32.0,-0.1399535065,1
15,111111,8511,1.0,34.0,-0.5930149406,1
15,111111,843,2.0,36.0,-0.3266529995,1
15,111111,8421,1.0,40.0,-0.9579957894,1
15,111111,8331,1.0,42.0,-1.0609505981,1
15,111111,8322,1.0,44.0,-1.2192465702,1
15,111111,771,2.0,26.0,0.2833516472,1
15,111111,762,2.0,36.0,-0.2491403231,1
15,111111,7611,1.0,38.0,-0.7033218110,1
15,111111,753,2.0,42.0,-0.5049401915,1
15,111111,7521,1.0,46.0,-1.1381658028,1
15,111111,744,2.0,44.0,-0.5860182996,1
15,111111,7431,1.0,50.0,-1.3247482794,1
15,111111,7422,1.0,52.0,-1.4835735450,1
15,111111,7332,1.0,54.0,-1.5875267088,1
15,111111,663,2.0,44.0,-0.5639889520,1
15,111111,6621,1.0,48.0,-1.1976953752,1
15,111111,654,2.0,48.0,-0.7140591527,1
15,111111,6531,1.0,54.0,-1.4546902330,1
15,111111,6522,1.0,56.0,-1.6136300837,1
15,111111,6441,1.0,56.0,-1.5387218493,1
15,111111,6432,1.0,60.0,-1.8026350016,1
15,111111,6333,1.0,62.0,-1.9075967049,1
15,111111,555,2.0,50.0,-0.7830638951,1
15,111111,5541,1.0,58.0,-1.6093135142,1
15,111111,5532,1.0,62.0,-1.8735470186,1
15,111111,5442,1.0,64.0,-1.9588507944,1
15,111111,5433,1.0,66.0,-2.0641758271,1
15,111111,4443,1.0,68.0,-2.1499391543,1
15,1041,96,1.0,0.0,0.5975715042,0
15,1041,87,1.0,4.0,0.5855110572,1
15,1032,96,1.0,-4.0,0.8717214639,0
15,1032,951,0.0,6.0,0.1580857934,1
15,1032,87,1.0,0.0,0.8682643110,0
15,1032,861,0.0,12.0,0.0103242430,1
15,1032,771,0.0,14.0,-0.0396305598,1
15,10311,96,2.0,-6.0,1.1499985088,0
15,10311,951,1.0,4.0,0.5186657360,1
15,10311,942,1.0,10.0,0.1111428905,1
15,10311,933,1.0,12.0,0.0044038115,1
15,10311,87,2.0,-2.0,1.1482270876,0
15,10311,861,1.0,10.0,0.4097849389,1
15,10311,852,1.0,18.0,-0.1072473375,1
15,10311,843,1.0,22.0,-0.2988637027,1
15,10311,771,1.0,12.0,0.3658198691,1
15,10311,762,1.0,22.0,-0.2165831406,1
15,10311,753,1.0,28.0,-0.4783032600,1
15,10311,744,1.0,30.0,-0.5608543262,1
15,10311,663,1.0,30.0,-0.5376916135,1
15,10311,654,1.0,34.0,-0.6900329656,1
15,10311,555,1.0,36.0,-0.7598971045,1
15,10221,96,2.0,-8.0,1.3193810826,0
15,10221,951,1.0,2.0,0.6995649527,1
15,10221,942,1.0,8.0,0.3295356584,1
15,10221,9411,0.0,10.0,-0.1011401616,1
15,10221,933,1.0,10.0,0.2123260306,1
15,10221,87,2.0,-4.0,1.3174257841,0
15,10221,861,1.0,8.0,0.6357968550,1
15,10221,852,1.0,16.0,0.1223845974,1
15,10221,8511,0.0,18.0,-0.3255614416,1
15,10221,843,1.0,20.0,-0.0851739416,1
15,10221,771,1.0,10.0,0.5993216610,1
15,10221,762,1.0,20.0,0.0156511292,1
15,10221,7611,0.0,22.0,-0.4358866063,1
15,10221,753,1.0,26.0,-0.2627526959,1
15,10221,744,1.0,28.0,-0.3462118854,1
15,10221,663,1.0,28.0,-0.3216524374,1
15,10221,654,1.0,32.0,-0.4743513847,1
15,10221,555,1.0,34.0,-0.5436216769,1
15,102111,96,3.0,-10.0,1.6043589334,0
15,102111,951,2.0,0.0,0.9991812724,0
15,102111,942,2.0,6.0,0.7221547746,1
15,102111,9411,1.0,8.0,0.3295356584,1
15,102111,933,2.0,8.0,0.6310731660,1
15,102111,9321,1.0,12.0,0.0044038115,1
15,102111,9222,1.0,14.0,-0.1770202469,1
15,102111,87,3.0,-6.0,1.6032658234,0
15,102111,861,2.0,6.0,0.9805160089,1
15,102111,852,2.0,14.0,0.5507119922,1
15,102111,8511,1.0,16.0,0.1223845974,1
15,102111,843,2.0,18.0,0.3628239918,1
15,102111,8421,1.0,22.0,-0.2988637027,1
15,102111,8331,1.0,24.0,-0.4071354748,1
15,102111,8322,1.0,26.0,-0.5870280858,1
15,102111,771,2.0,8.0,0.9581419159,1
15,102111,762,2.0,18.0,0.4516471538,1
15,102111,7611,1.0,20.0,0.0156511292,1
15,102111,753,2.0,24.0,0.1919967952,1
15,102111,7521,1.0,28.0,-0.4783032600,1
15,102111,744,2.0,26.0,0.1124287705,1
15,102111,7431,1.0,32.0,-0.6704317484,1
15,102111,7422,1.0,34.0,-0.8512196476,1
15,102111,7332,1.0,36.0,-0.9568402613,1
15,102111,663,2.0,26.0,0.1346762404,1
15,102111,6621,1.0,30.0,-0.5376916135,1
15,102111,654,2.0,30.0,-0.0124560230,1
15,102111,6531,1.0,36.0,-0.8000737313,1
15,102111,6522,1.0,38.0,-0.9812470881,1
15,102111,6441,1.0,38.0,-0.8840763806,1
15,102111,6432,1.0,42.0,-1.1720030252,1
15,102111,6333,1.0,44.0,-1.2788388967,1
15,102111,555,2.0,32.0,-0.0799141860,1
15,102111,5541,1.0,40.0,-0.9544555920,1
15,102111,5532,1.0,44.0,-1.2429176543,1
15,102111,5442,1.0,46.0,-1.3283146959,1
15,102111,5433,1.0,48.0,-1.4356522552,1
15,102111,4443,1.0,50.0,-1.5216231806,1
15,1011111,96,4.0,-12.0,1.8953645689,0
15,1011111,951,3.0,-2.0,1.3038544645,0
15,1011111,942,3.0,4.0,1.0739726718,1
15,1011111,9411,2.0,6.0,0.7221547746,1
15,1011111,933,3.0,6.0,1.0119531893,1
15,1011111,9321,2.0,10.0,0.4417839284,1
15,1011111,93111,1.0,12.0,0.0044038115,1
15,1011111,9222,2.0,12.0,0.2605267195,1
15,1011111,92211,1.0,14.0,-0.1770202469,1
15,1011111,87,4.0,-8.0,1.8947916729,0
15,1011111,861,3.0,4.0,1.3012014141,1
15,1011111,852,3.0,12.0,0.9565093851,1
15,1011111,8511,2.0,14.0,0.5507119922,1
15,1011111,843,3.0,16.0,0.7922882940,1
15,1011111,8421,2.0,20.0,0.1544615495,1
15,1011111,84111,1.0,22.0,-0.2988637027,1
15,1011111,8331,2.0,22.0,0.0479949777,1
15,1011111,8322,2.0,24.0,-0.1414229384,1
15,1011111,83211,1.0,26.0,-0.5870280858,1
15,1011111,82221,1.0,28.0,-0.7496085214,1
15,1011111,771,3.0,6.0,1.2933014827,1
15,1011111,762,3.0,16.0,0.8698676054,1
15,1011111,7611,2.0,18.0,0.4516471538,1
15,1011111,753,3.0,22.0,0.6328265057,1
15,1011111,7521,2.0,26.0,-0.0210685112,1
15,1011111,75111,1.0,28.0,-0.4783032600,1
15,1011111,744,3.0,24.0,0.5582923801,1
15,1011111,7431,2.0,30.0,-0.2106252957,1
15,1011111,7422,2.0,32.0,-0.4030236392,1
15,1011111,74211,1.0,34.0,-0.8512196476,1
15,1011111,7332,2.0,34.0,-0.5089928549,1
15,1011111,73311,1.0,36.0,-0.9568402613,1
15,1011111,73221,1.0,38.0,-1.1196122955,1
15,1011111,72222,1.0,40.0,-1.2743320326,1
15,1011111,663,3.0,24.0,0.5781607476,1
15,1011111,6621,2.0,28.0,-0.0795206539,1
15,1011111,66111,1.0,30.0,-0.5376916135,1
15,1011111,654,3.0,28.0,0.4383764343,1
15,1011111,6531,2.0,34.0,-0.3387375414,1
15,1011111,6522,2.0,36.0,-0.5322127193,1
15,1011111,65211,1.0,38.0,-0.9812470881,1
15,1011111,6441,2.0,36.0,-0.4210488345,1
15,1011111,6432,2.0,40.0,-0.7224049289,1
15,1011111,64311,1.0,42.0,-1.1720030252,1
15,1011111,64221,1.0,44.0,-1.3353254157,1
15,1011111,6333,2.0,42.0,-0.8298994718,1
15,1011111,63321,1.0,46.0,-1.4419384029,1
15,1011111,63222,1.0,48.0,-1.5975553931,1
15,1011111,555,3.0,30.0,0.3734812863,1
15,1011111,5541,2.0,38.0,-0.4905283150,1
15,1011111,5532,2.0,42.0,-0.7927715348,1
15,1011111,55311,1.0,44.0,-1.2429176543,1
15,1011111,55221,1.0,46.0,-1.4063389018,1
15,1011111,5442,2.0,44.0,-0.8770609552,1
15,1011111,54411,1.0,46.0,-1.3283146959,1
15,1011111,5433,2.0,46.0,-0.9853225410,1
15,1011111,54321,1.0,50.0,-1.5994088864,1
15,1011111,54222,1.0,52.0,-1.7554263371,1
15,1011111,53331,1.0,52.0,-1.7070118595,1
15,1011111,53322,1.0,54.0,-1.8635436695,1
15,1011111,4443,2.0,48.0,-1.0703646427,1
15,1011111,44421,1.0,52.0,-1.6858519306,1
15,1011111,44331,1.0,54.0,-1.7937225248,1
15,1011111,44322,1.0,56.0,-1.9506459973,1
15,1011111,43332,1.0,58.0,-2.0594823161,1
15,1011111,33333,1.0,60.0,-2.1687458339,1
15,951,87,1.0,-6.0,0.6440247331,0
15,942,87,1.0,-12.0,0.9979319052,0
15,942,861,0.0,0.0,0.3236044661,0
15,942,771,0.0,2.0,0.3150311659,1
15,9411,933,1.0,0.0,0.2963641297,0
15,9411,87,2.0,-14.0,1.2564629234,0
15,9411,861,1.0,-2.0,0.5976121253,0
15,9411,852,1.0,6.0,0.2240462378,1
15,9411,843,1.0,10.0,0.0434980794,1
15,9411,771,1.0,0.0,0.5957712388,0
15,9411,762,1.0,10.0,0.1213404718,1
15,9411,753,1.0,16.0,-0.1351128729,1
15,9411,744,1.0,18.0,-0.2174515454,1
15,9411,663,1.0,18.0,-0.1943766637,1
15,9411,654,1.0,22.0,-0.3466658124,1
15,9411,555,1.0,24.0,-0.4166156358,1
15,933,87,1.0,-14.0,1.1117311731,0
15,933,861,0.0,-2.0,0.4338030040,0
15,933,852,0.0,6.0,-0.0591148694,1
15,933,8511,-1.0,8.0,-0.2964705405,0
15,933,771,0.0,0.0,0.4279065804,0
15,933,762,0.0,10.0,-0.1712719796,1
15,933,7611,-1.0,12.0,-0.3937406849,0
15,9321,87,2.0,-18.0,1.5361737930,0
15,9321,861,1.0,-6.0,0.8718019741,0
15,9321,852,1.0,2.0,0.5333112095,1
15,9321,8511,0.0,4.0,0.1948669342,1
15,9321,843,1.0,6.0,0.3672184416,1
15,9321,771,1.0,-4.0,0.8688155315,0
15,9321,762,1.0,6.0,0.4814556288,1
15,9321,7611,0.0,8.0,0.0943790238,1
15,9321,753,1.0,12.0,0.2070665315,1
15,9321,744,1.0,14.0,0.1241554626,1
15,9321,663,1.0,14.0,0.1508895763,1
15,9321,654,1.0,18.0,-0.0007855146,1
15,9321,555,1.0,20.0,-0.0689309803,1
15,93111,9222,1.0,0.0,0.2332239775,0
15,93111,87,3.0,-20.0,1.8014813473,0
15,93111,861,2.0,-8.0,1.1500306890,0
15,93111,852,2.0,0.0,0.8385393553,0
15,93111,8511,1.0,2.0,0.5333112095,1
15,93111,843,2.0,4.0,0.7462939840,1
15,93111,8421,1.0,8.0,0.1512031806,1
15,93111,8331,1.0,10.0,0.0434980794,1
15,93111,8322,1.0,12.0,-0.1410726203,1
15,93111,771,2.0,-6.0,1.1484823806,0
15,93111,762,2.0,4.0,0.8293180181,1
15,93111,7611,1.0,6.0,0.4814556288,1
15,93111,753,2.0,10.0,0.6299504312,1
15,93111,7521,1.0,14.0,-0.0229060504,1
15,93111,744,2.0,12.0,0.5599293569,1
15,93111,7431,1.0,18.0,-0.2174515454,1
15,93111,7422,1.0,20.0,-0.4052535075,1
15,93111,7332,1.0,22.0,-0.5119766917,1
15,93111,663,2.0,12.0,0.5808738380,1
15,93111,6621,1.0,16.0,-0.0814137863,1
15,93111,654,2.0,16.0,0.4456963566,1
15,93111,6531,1.0,22.0,-0.3466658124,1
15,93111,6522,1.0,24.0,-0.5352834195,1
15,93111,6441,1.0,24.0,-0.4305958630,1
15,93111,6432,1.0,28.0,-0.7275503930,1
15,93111,6333,1.0,30.0,-0.8358557270,1
15,93111,555,2.0,18.0,0.3822188801,1
15,93111,5541,1.0,26.0,-0.5008726118,1
15,93111,5532,1.0,30.0,-0.7985262144,1
15,93111,5442,1.0,32.0,-0.8844550578,1
15,93111,5433,1.0,34.0,-0.9933113408,1
15,93111,4443,1.0,36.0,-1.0798882387,1
15,9222,87,2.0,-20.0,1.7046363411,0
15,9222,861,1.0,-8.0,1.0414338475,0
15,9222,852,1.0,0.0,0.6999720377,0
15,9222,8511,0.0,2.0,0.4049491845,1
15,9222,843,1.0,4.0,0.5723657432,1
15,9222,8421,0.0,8.0,-0.0615843104,1
15,9222,84111,-1.0,10.0,-0.3458521683,0
15,9222,8331,0.0,10.0,-0.2023225197,1
15,9222,771,1.0,-6.0,1.0384555195,0
15,9222,762,1.0,4.0,0.6858764947,1
15,9222,7611,0.0,6.0,0.3395294366,1
15,9222,753,1.0,10.0,0.4417004963,1
15,9222,7521,0.0,14.0,-0.2423618995,1
15,9222,75111,-1.0,16.0,-0.5247633773,0
15,9222,744,1.0,12.0,0.3607403721,1
15,9222,7431,0.0,18.0,-0.4705845385,1
15,9222,663,1.0,12.0,0.3900326226,1
15,9222,6621,0.0,16.0,-0.3017708656,1
15,9222,66111,-1.0,18.0,-0.5840046334,0
15,9222,654,1.0,16.0,0.2412764747,1
15,9222,6531,0.0,22.0,-0.6008127270,1
15,9222,6441,0.0,24.0,-0.6884100838,1
15,9222,555,1.0,18.0,0.1749577494,1
15,9222,5541,0.0,26.0,-0.7592990313,1
15,92211,87,3.0,-22.0,1.9708245784,0
15,92211,861,2.0,-10.0,1.3194132628,0
15,92211,852,2.0,-2.0,0.9991825765,0
15,92211,8511,1.0,0.0,0.6999720377,0
15,92211,843,2.0,2.0,0.9046327552,1
15,92211,8421,1.0,6.0,0.3672184416,1
15,92211,84111,0.0,8.0,-0.0615843104,1
15,92211,8331,1.0,8.0,0.2523034940,1
15,92211,8322,1.0,10.0,0.0434980794,1
15,92211,771,2.0,-8.0,1.3176810771,0
15,92211,762,2.0,2.0,0.9973585514,1
15,92211,7611,1.0,4.0,0.6858764947,1
15,92211,753,2.0,8.0,0.8365842691,1
15,92211,7521,1.0,12.0,0.2070665315,1
15,92211,75111,0.0,14.0,-0.2423618995,1
15,92211,744,2.0,10.0,0.7735795035,1
15,92211,7431,1.0,16.0,-0.0011685664,1
15,92211,7422,1.0,18.0,-0.2174515454,1
15,92211,7332,1.0,20.0,-0.3279958527,1
15,92211,663,2.0,10.0,0.7959826746,1
15,92211,6621,1.0,14.0,0.1508895763,1
15,92211,66111,0.0,16.0,-0.3017708656,1
15,92211,654,2.0,14.0,0.6703360678,1
15,92211,6531,1.0,20.0,-0.1283705343,1
15,92211,6522,1.0,22.0,-0.3466658124,1
15,92211,6441,1.0,22.0,-0.2128417346,1
15,92211,6432,1.0,26.0,-0.5425307602,1
15,92211,6333,1.0,28.0,-0.6535924202,1
15,92211,555,2.0,16.0,0.6108255601,1
15,92211,5541,1.0,24.0,-0.2823437207,1
15,92211,5532,1.0,28.0,-0.6131885552,1
15,92211,5442,1.0,30.0,-0.6984904833,1
15,92211,5433,1.0,32.0,-0.8103019651,1
15,92211,4443,1.0,34.0,-0.8964022493,1
15,921111,87,4.0,-24.0,2.2433938829,0
15,921111,861,3.0,-12.0,1.6043713331,0
15,921111,852,3.0,-4.0,1.3038549261,0
15,921111,8511,2.0,-2.0,0.9991825765,0
15,921111,843,3.0,0.0,1.2197052381,0
15,921111,8421,2.0,4.0,0.7462939840,1
15,921111,84111,1.0,6.0,0.3672184416,1
15,921111,8331,2.0,6.0,0.6652603875,1
15,921111,8322,2.0,8.0,0.4811194053,1
15,921111,83211,1.0,10.0,0.0434980794,1
15,921111,82221,1.0,12.0,-0.1410726203,1
15,921111,771,3.0,-10.0,1.6034056018,0
15,921111,762,3.0,0.0,1.3027549122,0
15,921111,7611,2.0,2.0,0.9973585514,1
15,921111,753,3.0,6.0,1.1987190456,1
15,921111,7521,2.0,10.0,0.6299504312,1
15,921111,75111,1.0,12.0,0.2070665315,1
15,921111,744,3.0,8.0,1.1568203131,1
15,921111,7431,2.0,14.0,0.4473431414,1
15,921111,7422,2.0,16.0,0.2391437939,1
15,921111,74211,1.0,18.0,-0.2174515454,1
15,921111,7332,2.0,18.0,0.1316370603,1
15,921111,73311,1.0,20.0,-0.3279958527,1
15,921111,73221,1.0,22.0,-0.5119766917,1
15,921111,72222,1.0,24.0,-0.6790970170,1
15,921111,663,3.0,8.0,1.1736265590,1
15,921111,6621,2.0,12.0,0.5808738380,1
15,921111,66111,1.0,14.0,0.1508895763,1
15,921111,654,3.0,12.0,1.0769960136,1
15,921111,6531,2.0,18.0,0.3274316148,1
15,921111,6522,2.0,20.0,0.1141215371,1
15,921111,65211,1.0,22.0,-0.3466658124,1
15,921111,6441,2.0,20.0,0.2479888466,1
15,921111,6432,2.0,24.0,-0.0776116605,1
15,921111,64311,1.0,26.0,-0.5425307602,1
15,921111,64221,1.0,28.0,-0.7275503930,1
15,921111,6333,2.0,26.0,-0.1882404993,1
15,921111,63321,1.0,30.0,-0.8358557270,1
15,921111,63222,1.0,32.0,-1.0033348947,1
15,921111,555,3.0,14.0,1.0266601850,1
15,921111,5541,2.0,22.0,0.1812151561,1
15,921111,5532,2.0,26.0,-0.1469900071,1
15,921111,55311,1.0,28.0,-0.6131885552,1
15,921111,55221,1.0,30.0,-0.7985262144,1
15,921111,5442,2.0,28.0,-0.2303084054,1
15,921111,54411,1.0,30.0,-0.6984904833,1
15,921111,5433,2.0,30.0,-0.3423585971,1
15,921111,54321,1.0,34.0,-0.9933113408,1
15,921111,54222,1.0,36.0,-1.1613445923,1
15,921111,53331,1.0,36.0,-1.1027189460,1
15,921111,53322,1.0,38.0,-1.2706998098,1
15,921111,4443,2.0,32.0,-0.4270111306,1
15,921111,44421,1.0,36.0,-1.0798882387,1
15,921111,44331,1.0,38.0,-1.1897022355,1
15,921111,44322,1.0,40.0,-1.3580544147,1
15,921111,43332,1.0,42.0,-1.4682379478,1
15,921111,33333,1.0,44.0,-1.5789057201,1
15,9111111,87,5.0,-26.0,2.5220233232,0
15,9111111,861,4.0,-14.0,1.8953705093,0
15,9111111,852,4.0,-6.0,1.6124188082,0
15,9111111,8511,3.0,-4.0,1.3038549261,0
15,9111111,843,4.0,-2.0,1.5358220517,0
15,9111111,8421,3.0,2.0,1.0791748455,1
15,9111111,84111,2.0,4.0,0.7462939840,1
15,9111111,8331,3.0,4.0,1.0309964851,1
15,9111111,8322,3.0,6.0,0.8805888963,1
15,9111111,83211,2.0,8.0,0.4811194053,1
15,9111111,831111,1.0,10.0,0.0434980794,1
15,9111111,82221,2.0,10.0,0.3004046514,1
15,9111111,822111,1.0,12.0,-0.1410726203,1
15,9111111,771,4.0,-12.0,1.8948524996,0
15,9111111,762,4.0,-2.0,1.6117105732,0
15,9111111,7611,3.0,0.0,1.3027549122,0
15,9111111,753,4.0,4.0,1.5318976038,1
15,9111111,7521,3.0,8.0,1.0219998282,1
15,9111111,75111,2.0,10.0,0.6299504312,1
15,9111111,744,4.0,6.0,1.5100031725,1
15,9111111,7431,3.0,12.0,0.8720748893,1
15,9111111,7422,3.0,14.0,0.6776815377,1
15,9111111,74211,2.0,16.0,0.2391437939,1
15,9111111,741111,1.0,18.0,-0.2174515454,1
15,9111111,7332,3.0,16.0,0.5776296647,1
15,9111111,73311,2.0,18.0,0.1316370603,1
15,9111111,73221,2.0,20.0,-0.0603529024,1
15,9111111,732111,1.0,22.0,-0.5119766917,1
15,9111111,72222,2.0,22.0,-0.2401496677,1
15,9111111,722211,1.0,24.0,-0.6790970170,1
15,9111111,663,4.0,6.0,1.5227586619,1
15,9111111,6621,3.0,10.0,0.9844783821,1
15,9111111,66111,2.0,12.0,0.5808738380,1
15,9111111,654,4.0,10.0,1.4591997980,1
15,9111111,6531,3.0,16.0,0.7646818792,1
15,9111111,6522,3.0,18.0,0.5611254657,1
15,9111111,65211,2.0,20.0,0.1141215371,1
15,9111111,651111,1.0,22.0,-0.3466658124,1
15,9111111,6441,3.0,18.0,0.6921749448,1
15,9111111,6432,3.0,22.0,0.3785452153,1
15,9111111,64311,2.0,24.0,-0.0776116605,1
15,9111111,64221,2.0,26.0,-0.2729552428,1
15,9111111,642111,1.0,28.0,-0.7275503930,1
15,9111111,6333,3.0,24.0,0.2709816630,1
15,9111111,63321,2.0,28.0,-0.3811692270,1
15,9111111,633111,1.0,30.0,-0.8358557270,1
15,9111111,63222,2.0,30.0,-0.5625256078,1
15,9111111,632211,1.0,32.0,-1.0033348947,1
15,9111111,622221,1.0,34.0,-1.1630469162,1
15,9111111,555,4.0,12.0,1.4206189497,1
15,9111111,5541,3.0,20.0,0.6296618502,1
15,9111111,5532,3.0,24.0,0.3115566520,1
15,9111111,55311,2.0,26.0,-0.1469900071,1
15,9111111,55221,2.0,28.0,-0.3432147751,1
15,9111111,552111,1.0,30.0,-0.7985262144,1
15,9111111,5442,3.0,26.0,0.2313773409,1
15,9111111,54411,2.0,28.0,-0.2303084054,1
15,9111111,5433,3.0,28.0,0.1213331363,1
15,9111111,54321,2.0,32.0,-0.5367775730,1
15,9111111,543111,1.0,34.0,-0.9933113408,1
15,9111111,54222,2.0,34.0,-0.7193558282,1
15,9111111,542211,1.0,36.0,-1.1613445923,1
15,9111111,53331,2.0,34.0,-0.6465862957,1
15,9111111,53322,2.0,36.0,-0.8284278294,1
15,9111111,533211,1.0,38.0,-1.2706998098,1
15,9111111,532221,1.0,40.0,-1.4312465970,1
15,9111111,522222,1.0,42.0,-1.5881475603,1
