mu,nu,genus,dm2,dt,mid,sup,inf,tau_sup,tau_inf,sign_changes
USp4,SU2 x SU2,2.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
USp4,2.SU2,2.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x SU2,2.SU2,2.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
USp6,SU2 x USp4,3.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
USp6,SU2 x SU2 x SU2,3.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
USp6,SU2 x 2.SU2,3.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
USp6,3.SU2,3.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
SU2 x USp4,SU2 x SU2 x SU2,3.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
SU2 x USp4,SU2 x 2.SU2,3.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x USp4,3.SU2,3.0,-7.0,5.0,-1.1256927554,0.0000000000,-2.2513855109,0,1.75792,0
SU2 x SU2 x SU2,SU2 x 2.SU2,3.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x SU2,3.SU2,3.0,-6.0,3.0,-0.8431954235,0.0000000000,-1.6863908470,0,1.40443,0
SU2 x 2.SU2,3.SU2,3.0,-4.0,1.5,-0.4892667468,0.0000000000,-0.9785334936,0,1.20226,0
USp8,USp4 x USp4,4.0,-1.0,8.0,-0.7219961242,0.0000000000,-1.4439922483,0,5.21795,0
USp8,SU2 x USp6,4.0,-1.0,6.0,-0.5530113274,0.0000000000,-1.1060226548,0,5.04081,0
USp8,SU2 x SU2 x USp4,4.0,-2.0,10.0,-1.0122984707,0.0000000000,-2.0245969414,0,4.54465,0
USp8,2.USp4,4.0,-3.0,13.0,-1.4337011705,0.0000000000,-2.8674023411,0,4.09732,0
USp8,SU2 x SU2 x SU2 x SU2,4.0,-3.0,12.0,-1.3122928003,0.0000000000,-2.6245856005,0,4.16869,0
USp8,2.SU2 x USp4,4.0,-4.0,11.5,-1.3035206434,0.0000000000,-2.6070412868,0,3.89045,0
USp8,SU2 x SU2 x 2.SU2,4.0,-5.0,13.5,-1.6131361036,0.0000000000,-3.2262722073,0,3.69403,0
USp8,2.SU2 x 2.SU2,4.0,-7.0,15.0,-1.9273037606,0.0000000000,-3.8546075211,0,3.27341,0
USp8,SU2 x 3.SU2,4.0,-9.0,15.0,-1.9911071908,0.0000000000,-3.9822143816,0,3.10814,0
USp8,4.SU2,4.0,-15.0,16.5,-2.4280185978,0.0000000000,-4.8560371956,0,2.5704,0
USp4 x USp4,SU2 x USp6,4.0,0.0,-2.0,0.1696399880,0.3392799761,0.0000000000,5.59114,0,0
USp4 x USp4,SU2 x SU2 x USp4,4.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
USp4 x USp4,2.USp4,4.0,-2.0,5.0,-0.7598257988,0.0000000000,-1.5196515976,0,2.90068,0
USp4 x USp4,SU2 x SU2 x SU2 x SU2,4.0,-2.0,4.0,-0.6391054609,0.0000000000,-1.2782109217,0,2.80221,0
USp4 x USp4,2.SU2 x USp4,4.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
USp4 x USp4,SU2 x SU2 x 2.SU2,4.0,-4.0,5.5,-0.9826184858,0.0000000000,-1.9652369716,0,2.39883,0
USp4 x USp4,2.SU2 x 2.SU2,4.0,-6.0,7.0,-1.3342231296,0.0000000000,-2.6684462591,0,2.20039,0
USp4 x USp4,SU2 x 3.SU2,4.0,-8.0,7.0,-1.4272406433,0.0000000000,-2.8544812867,0,2.01837,0
USp4 x USp4,4.SU2,4.0,-14.0,8.5,-1.9374824217,0.0000000000,-3.8749648433,0,1.69824,0
SU2 x USp6,SU2 x SU2 x USp4,4.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
SU2 x USp6,2.USp4,4.0,-2.0,7.0,-0.8992125288,0.0000000000,-1.7984250576,0,3.50752,0
SU2 x USp6,SU2 x SU2 x SU2 x SU2,4.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
SU2 x USp6,2.SU2 x USp4,4.0,-3.0,5.5,-0.7807933532,0.0000000000,-1.5615867065,0,3.05492,0
SU2 x USp6,SU2 x SU2 x 2.SU2,4.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
SU2 x USp6,2.SU2 x 2.SU2,4.0,-6.0,9.0,-1.4370958770,0.0000000000,-2.8741917540,0,2.61517,0
SU2 x USp6,SU2 x 3.SU2,4.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
SU2 x USp6,4.SU2,4.0,-14.0,10.5,-2.0028385187,0.0000000000,-4.0056770374,0,1.94984,0
SU2 x SU2 x USp4,2.USp4,4.0,-1.0,3.0,-0.4405916554,0.0000000000,-0.8811833108,0,3.00262,0
SU2 x SU2 x USp4,SU2 x SU2 x SU2 x SU2,4.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
SU2 x SU2 x USp4,2.SU2 x USp4,4.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x USp4,SU2 x SU2 x 2.SU2,4.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x SU2 x USp4,2.SU2 x 2.SU2,4.0,-5.0,5.0,-1.0236290944,0.0000000000,-2.0472581888,0,2.01837,0
SU2 x SU2 x USp4,SU2 x 3.SU2,4.0,-7.0,5.0,-1.1256927554,0.0000000000,-2.2513855109,0,1.75792,0
SU2 x SU2 x USp4,4.SU2,4.0,-13.0,6.5,-1.6543348658,0.0000000000,-3.3086697316,0,1.47911,0
2.USp4,SU2 x SU2 x SU2 x SU2,4.0,0.0,-1.0,0.1227128379,0.2454256759,0.0000000000,3.44747,0,0
2.USp4,2.SU2 x USp4,4.0,-1.0,-1.5,0.0402602397,0.2695748152,-0.1890543358,5.21795,0.6346,1
2.USp4,SU2 x SU2 x 2.SU2,4.0,-2.0,0.5,-0.2867654743,0.0000000000,-0.5735309485,0,1.14156,0
2.USp4,2.SU2 x 2.SU2,4.0,-4.0,2.0,-0.6390984121,0.0000000000,-1.2781968242,0,1.40443,0
2.USp4,SU2 x 3.SU2,4.0,-6.0,2.0,-0.7759136516,0.0000000000,-1.5518273032,0,1.18168,0
2.USp4,4.SU2,4.0,-12.0,3.5,-1.3342326129,0.0000000000,-2.6684652257,0,1.10281,0
SU2 x SU2 x SU2 x SU2,2.SU2 x USp4,4.0,-1.0,-0.5,-0.0906606003,0.0518823237,-0.2332035244,9.54993,0.836566,1
SU2 x SU2 x SU2 x SU2,SU2 x SU2 x 2.SU2,4.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x SU2 x SU2,2.SU2 x 2.SU2,4.0,-4.0,3.0,-0.7234136180,0.0000000000,-1.4468272360,0,1.69824,0
SU2 x SU2 x SU2 x SU2,SU2 x 3.SU2,4.0,-6.0,3.0,-0.8431954235,0.0000000000,-1.6863908470,0,1.40443,0
SU2 x SU2 x SU2 x SU2,4.SU2,4.0,-12.0,4.5,-1.3926210598,0.0000000000,-2.7852421197,0,1.24451,0
2.SU2 x USp4,SU2 x SU2 x 2.SU2,4.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
2.SU2 x USp4,2.SU2 x 2.SU2,4.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
2.SU2 x USp4,SU2 x 3.SU2,4.0,-5.0,3.5,-0.7642835205,0.0000000000,-1.5285670410,0,1.8197,0
2.SU2 x USp4,4.SU2,4.0,-11.0,5.0,-1.2955774937,0.0000000000,-2.5911549874,0,1.40443,0
SU2 x SU2 x 2.SU2,2.SU2 x 2.SU2,4.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x 2.SU2,SU2 x 3.SU2,4.0,-4.0,1.5,-0.4892667468,0.0000000000,-0.9785334936,0,1.20226,0
SU2 x SU2 x 2.SU2,4.SU2,4.0,-10.0,3.0,-1.0477669266,0.0000000000,-2.0955338532,0,1.08393,0
2.SU2 x 2.SU2,SU2 x 3.SU2,4.0,-2.0,0.0,-0.1704810158,0.0000000000,-0.3409620316,0,0.668344,0
2.SU2 x 2.SU2,4.SU2,4.0,-8.0,1.5,-0.7234117966,0.0000000000,-1.4468235932,0,0.851138,0
SU2 x 3.SU2,4.SU2,4.0,-6.0,1.5,-0.5614880551,0.0000000000,-1.1229761102,0,0.977237,0
USp10,USp4 x USp6,5.0,-1.0,12.0,-0.8921490599,0.0000000000,-1.7842981198,0,6.41948,0
USp10,SU2 x USp8,5.0,-1.0,8.0,-0.6127845722,0.0000000000,-1.2255691443,0,6.09537,0
USp10,SU2 x USp4 x USp4,5.0,-2.0,16.0,-1.3310582043,0.0000000000,-2.6621164087,0,5.59114,0
USp10,SU2 x SU2 x USp6,5.0,-2.0,14.0,-1.1614182163,0.0000000000,-2.3228364326,0,5.59114,0
USp10,SU2 x SU2 x SU2 x USp4,5.0,-3.0,18.0,-1.6114601576,0.0000000000,-3.2229203153,0,5.12861,0
USp10,SU2 x 2.USp4,5.0,-4.0,21.0,-2.0184852212,0.0000000000,-4.0369704425,0,4.70435,0
USp10,SU2 x SU2 x SU2 x SU2 x SU2,5.0,-4.0,20.0,-1.8998188581,0.0000000000,-3.7996377161,0,4.7863,0
USp10,2.SU2 x USp6,5.0,-4.0,15.5,-1.4251010372,0.0000000000,-2.8502020743,0,4.9545,0
USp10,SU2 x 2.SU2 x USp4,5.0,-5.0,19.5,-1.8843981759,0.0000000000,-3.7687963517,0,4.62381,0
USp10,SU2 x SU2 x SU2 x 2.SU2,5.0,-6.0,21.5,-2.1815563027,0.0000000000,-4.3631126054,0,4.31519,0
USp10,SU2 x 2.SU2 x 2.SU2,5.0,-8.0,23.0,-2.4747769301,0.0000000000,-4.9495538602,0,3.95822,0
USp10,USp4 x 3.SU2,5.0,-9.0,21.0,-2.2204637251,0.0000000000,-4.4409274502,0,4.02717,0
USp10,SU2 x SU2 x 3.SU2,5.0,-10.0,23.0,-2.5278634890,0.0000000000,-5.0557269780,0,3.82384,0
USp10,2.SU2 x 3.SU2,5.0,-12.0,24.5,-2.8363906290,0.0000000000,-5.6727812581,0,3.50752,0
USp10,SU2 x 4.SU2,5.0,-16.0,24.5,-2.9224824650,0.0000000000,-5.8449649300,0,3.27341,0
USp10,5.SU2,5.0,-24.0,26.0,-3.3651123950,0.0000000000,-6.7302247900,0,2.70707,0
USp4 x USp6,SU2 x USp8,5.0,0.0,-4.0,0.2804079321,0.5608158641,0.0000000000,6.8786,0,0
USp4 x USp6,SU2 x USp4 x USp4,5.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
USp4 x USp6,SU2 x SU2 x USp6,5.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
USp4 x USp6,SU2 x SU2 x SU2 x USp4,5.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
USp4 x USp6,SU2 x 2.USp4,5.0,-3.0,9.0,-1.2146100716,0.0000000000,-2.4292201432,0,3.27341,0
USp4 x USp6,SU2 x SU2 x SU2 x SU2 x SU2,5.0,-3.0,8.0,-1.0920544090,0.0000000000,-2.1841088181,0,3.27341,0
USp4 x USp6,2.SU2 x USp6,5.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
USp4 x USp6,SU2 x 2.SU2 x USp4,5.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
USp4 x USp6,SU2 x SU2 x SU2 x 2.SU2,5.0,-5.0,9.5,-1.4191017641,0.0000000000,-2.8382035282,0,2.90068,0
USp4 x USp6,SU2 x 2.SU2 x 2.SU2,5.0,-7.0,11.0,-1.7562894000,0.0000000000,-3.5125788001,0,2.66073,0
USp4 x USp6,USp4 x 3.SU2,5.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
USp4 x USp6,SU2 x SU2 x 3.SU2,5.0,-9.0,11.0,-1.8344522293,0.0000000000,-3.6689044585,0,2.48313,0
USp4 x USp6,2.SU2 x 3.SU2,5.0,-11.0,12.5,-2.1832711958,0.0000000000,-4.3665423917,0,2.31739,0
USp4 x USp6,SU2 x 4.SU2,5.0,-15.0,12.5,-2.3103193928,0.0000000000,-4.6206387855,0,2.12569,0
USp4 x USp6,5.SU2,5.0,-23.0,14.0,-2.8363474056,0.0000000000,-5.6726948112,0,1.8197,0
SU2 x USp8,SU2 x USp4 x USp4,5.0,-1.0,8.0,-0.7219961242,0.0000000000,-1.4439922483,0,5.21795,0
SU2 x USp8,SU2 x SU2 x USp6,5.0,-1.0,6.0,-0.5530113274,0.0000000000,-1.1060226548,0,5.04081,0
SU2 x USp8,SU2 x SU2 x SU2 x USp4,5.0,-2.0,10.0,-1.0122984707,0.0000000000,-2.0245969414,0,4.54465,0
SU2 x USp8,SU2 x 2.USp4,5.0,-3.0,13.0,-1.4337011705,0.0000000000,-2.8674023411,0,4.09732,0
SU2 x USp8,SU2 x SU2 x SU2 x SU2 x SU2,5.0,-3.0,12.0,-1.3122928003,0.0000000000,-2.6245856005,0,4.16869,0
SU2 x USp8,2.SU2 x USp6,5.0,-3.0,7.5,-0.8382431813,0.0000000000,-1.6764863626,0,3.89045,0
SU2 x USp8,SU2 x 2.SU2 x USp4,5.0,-4.0,11.5,-1.3035206434,0.0000000000,-2.6070412868,0,3.89045,0
SU2 x USp8,SU2 x SU2 x SU2 x 2.SU2,5.0,-5.0,13.5,-1.6131361036,0.0000000000,-3.2262722073,0,3.69403,0
SU2 x USp8,SU2 x 2.SU2 x 2.SU2,5.0,-7.0,15.0,-1.9273037606,0.0000000000,-3.8546075211,0,3.27341,0
SU2 x USp8,USp4 x 3.SU2,5.0,-8.0,13.0,-1.6732901300,0.0000000000,-3.3465802599,0,3.21736,0
SU2 x USp8,SU2 x SU2 x 3.SU2,5.0,-9.0,15.0,-1.9911071908,0.0000000000,-3.9822143816,0,3.10814,0
SU2 x USp8,2.SU2 x 3.SU2,5.0,-11.0,16.5,-2.3219627187,0.0000000000,-4.6439254374,0,2.85102,0
SU2 x USp8,SU2 x 4.SU2,5.0,-15.0,16.5,-2.4280185978,0.0000000000,-4.8560371956,0,2.5704,0
SU2 x USp8,5.SU2,5.0,-23.0,18.0,-2.9205409928,0.0000000000,-5.8410819855,0,2.12569,0
SU2 x USp4 x USp4,SU2 x SU2 x USp6,5.0,0.0,-2.0,0.1696399880,0.3392799761,0.0000000000,5.59114,0,0
SU2 x USp4 x USp4,SU2 x SU2 x SU2 x USp4,5.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
SU2 x USp4 x USp4,SU2 x 2.USp4,5.0,-2.0,5.0,-0.7598257988,0.0000000000,-1.5196515976,0,2.90068,0
SU2 x USp4 x USp4,SU2 x SU2 x SU2 x SU2 x SU2,5.0,-2.0,4.0,-0.6391054609,0.0000000000,-1.2782109217,0,2.80221,0
SU2 x USp4 x USp4,2.SU2 x USp6,5.0,-2.0,-0.5,-0.3189591292,0.0046815000,-0.6425997584,107.152,1.26619,1
SU2 x USp4 x USp4,SU2 x 2.SU2 x USp4,5.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x USp4 x USp4,SU2 x SU2 x SU2 x 2.SU2,5.0,-4.0,5.5,-0.9826184858,0.0000000000,-1.9652369716,0,2.39883,0
SU2 x USp4 x USp4,SU2 x 2.SU2 x 2.SU2,5.0,-6.0,7.0,-1.3342231296,0.0000000000,-2.6684462591,0,2.20039,0
SU2 x USp4 x USp4,USp4 x 3.SU2,5.0,-7.0,5.0,-1.1256927554,0.0000000000,-2.2513855109,0,1.75792,0
SU2 x USp4 x USp4,SU2 x SU2 x 3.SU2,5.0,-8.0,7.0,-1.4272406433,0.0000000000,-2.8544812867,0,2.01837,0
SU2 x USp4 x USp4,2.SU2 x 3.SU2,5.0,-10.0,8.5,-1.7863886444,0.0000000000,-3.5727772888,0,1.94984,0
SU2 x USp4 x USp4,SU2 x 4.SU2,5.0,-14.0,8.5,-1.9374824217,0.0000000000,-3.8749648433,0,1.69824,0
SU2 x USp4 x USp4,5.SU2,5.0,-22.0,10.0,-2.4970914026,0.0000000000,-4.9941828052,0,1.47911,0
SU2 x SU2 x USp6,SU2 x SU2 x SU2 x USp4,5.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
SU2 x SU2 x USp6,SU2 x 2.USp4,5.0,-2.0,7.0,-0.8992125288,0.0000000000,-1.7984250576,0,3.50752,0
SU2 x SU2 x USp6,SU2 x SU2 x SU2 x SU2 x SU2,5.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
SU2 x SU2 x USp6,2.SU2 x USp6,5.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x USp6,SU2 x 2.SU2 x USp4,5.0,-3.0,5.5,-0.7807933532,0.0000000000,-1.5615867065,0,3.05492,0
SU2 x SU2 x USp6,SU2 x SU2 x SU2 x 2.SU2,5.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
SU2 x SU2 x USp6,SU2 x 2.SU2 x 2.SU2,5.0,-6.0,9.0,-1.4370958770,0.0000000000,-2.8741917540,0,2.61517,0
SU2 x SU2 x USp6,USp4 x 3.SU2,5.0,-7.0,7.0,-1.2014988538,0.0000000000,-2.4029977076,0,2.23872,0
SU2 x SU2 x USp6,SU2 x SU2 x 3.SU2,5.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
SU2 x SU2 x USp6,2.SU2 x 3.SU2,5.0,-10.0,10.5,-1.8685904645,0.0000000000,-3.7371809289,0,2.23872,0
SU2 x SU2 x USp6,SU2 x 4.SU2,5.0,-14.0,10.5,-2.0028385187,0.0000000000,-4.0056770374,0,1.94984,0
SU2 x SU2 x USp6,5.SU2,5.0,-22.0,12.0,-2.5446192329,0.0000000000,-5.0892384659,0,1.64059,0
SU2 x SU2 x SU2 x USp4,SU2 x 2.USp4,5.0,-1.0,3.0,-0.4405916554,0.0000000000,-0.8811833108,0,3.00262,0
SU2 x SU2 x SU2 x USp4,SU2 x SU2 x SU2 x SU2 x SU2,5.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
SU2 x SU2 x SU2 x USp4,2.SU2 x USp6,5.0,-1.0,-2.5,0.0837055571,0.3831949091,-0.2157837949,6.30957,0.74131,1
SU2 x SU2 x SU2 x USp4,SU2 x 2.SU2 x USp4,5.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x SU2 x USp4,SU2 x SU2 x SU2 x 2.SU2,5.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x SU2 x SU2 x USp4,SU2 x 2.SU2 x 2.SU2,5.0,-5.0,5.0,-1.0236290944,0.0000000000,-2.0472581888,0,2.01837,0
SU2 x SU2 x SU2 x USp4,USp4 x 3.SU2,5.0,-6.0,3.0,-0.8431954235,0.0000000000,-1.6863908470,0,1.40443,0
SU2 x SU2 x SU2 x USp4,SU2 x SU2 x 3.SU2,5.0,-7.0,5.0,-1.1256927554,0.0000000000,-2.2513855109,0,1.75792,0
SU2 x SU2 x SU2 x USp4,2.SU2 x 3.SU2,5.0,-9.0,6.5,-1.4872570713,0.0000000000,-2.9745141425,0,1.75792,0
SU2 x SU2 x SU2 x USp4,SU2 x 4.SU2,5.0,-13.0,6.5,-1.6543348658,0.0000000000,-3.3086697316,0,1.47911,0
SU2 x SU2 x SU2 x USp4,5.SU2,5.0,-21.0,8.0,-2.2321477982,0.0000000000,-4.4642955964,0,1.31069,0
SU2 x 2.USp4,SU2 x SU2 x SU2 x SU2 x SU2,5.0,0.0,-1.0,0.1227128379,0.2454256759,0.0000000000,3.44747,0,0
SU2 x 2.USp4,2.SU2 x USp6,5.0,0.0,-5.5,0.5964930381,1.1929860762,0.0000000000,4.24131,0,0
SU2 x 2.USp4,SU2 x 2.SU2 x USp4,5.0,-1.0,-1.5,0.0402602397,0.2695748152,-0.1890543358,5.21795,0.6346,1
SU2 x 2.USp4,SU2 x SU2 x SU2 x 2.SU2,5.0,-2.0,0.5,-0.2867654743,0.0000000000,-0.5735309485,0,1.14156,0
SU2 x 2.USp4,SU2 x 2.SU2 x 2.SU2,5.0,-4.0,2.0,-0.6390984121,0.0000000000,-1.2781968242,0,1.40443,0
SU2 x 2.USp4,USp4 x 3.SU2,5.0,-5.0,0.0,-0.5569779720,0.0000000000,-1.1139559439,0,0.896396,0
SU2 x 2.USp4,SU2 x SU2 x 3.SU2,5.0,-6.0,2.0,-0.7759136516,0.0000000000,-1.5518273032,0,1.18168,0
SU2 x 2.USp4,2.SU2 x 3.SU2,5.0,-8.0,3.5,-1.1263828394,0.0000000000,-2.2527656789,0,1.31069,0
SU2 x 2.USp4,SU2 x 4.SU2,5.0,-12.0,3.5,-1.3342326129,0.0000000000,-2.6684652257,0,1.10281,0
SU2 x 2.USp4,5.SU2,5.0,-20.0,5.0,-1.9364705269,0.0000000000,-3.8729410538,0,1.0292,0
SU2 x SU2 x SU2 x SU2 x SU2,2.SU2 x USp6,5.0,0.0,-4.5,0.4760572423,0.9521144846,0.0000000000,4.46684,0,0
SU2 x SU2 x SU2 x SU2 x SU2,SU2 x 2.SU2 x USp4,5.0,-1.0,-0.5,-0.0906606003,0.0518823237,-0.2332035244,9.54993,0.836566,1
SU2 x SU2 x SU2 x SU2 x SU2,SU2 x SU2 x SU2 x 2.SU2,5.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x SU2 x SU2 x SU2,SU2 x 2.SU2 x 2.SU2,5.0,-4.0,3.0,-0.7234136180,0.0000000000,-1.4468272360,0,1.69824,0
SU2 x SU2 x SU2 x SU2 x SU2,USp4 x 3.SU2,5.0,-5.0,1.0,-0.5984145752,0.0000000000,-1.1968291503,0,1.04713,0
SU2 x SU2 x SU2 x SU2 x SU2,SU2 x SU2 x 3.SU2,5.0,-6.0,3.0,-0.8431954235,0.0000000000,-1.6863908470,0,1.40443,0
SU2 x SU2 x SU2 x SU2 x SU2,2.SU2 x 3.SU2,5.0,-8.0,4.5,-1.2021472467,0.0000000000,-2.4042944934,0,1.50487,0
SU2 x SU2 x SU2 x SU2 x SU2,SU2 x 4.SU2,5.0,-12.0,4.5,-1.3926210598,0.0000000000,-2.7852421197,0,1.24451,0
SU2 x SU2 x SU2 x SU2 x SU2,5.SU2,5.0,-20.0,6.0,-1.9875372695,0.0000000000,-3.9750745390,0,1.12202,0
2.SU2 x USp6,SU2 x 2.SU2 x USp4,5.0,-1.0,4.0,-0.4653155709,0.0000000000,-0.9306311417,0,3.95822,0
2.SU2 x USp6,SU2 x SU2 x SU2 x 2.SU2,5.0,-2.0,6.0,-0.7765060655,0.0000000000,-1.5530121310,0,3.50752,0
2.SU2 x USp6,SU2 x 2.SU2 x 2.SU2,5.0,-4.0,7.5,-1.0998241624,0.0000000000,-2.1996483248,0,2.95121,0
2.SU2 x USp6,USp4 x 3.SU2,5.0,-5.0,5.5,-0.8525885368,0.0000000000,-1.7051770737,0,2.61517,0
2.SU2 x USp6,SU2 x SU2 x 3.SU2,5.0,-6.0,7.5,-1.1718076622,0.0000000000,-2.3436153243,0,2.66073,0
2.SU2 x USp6,2.SU2 x 3.SU2,5.0,-8.0,9.0,-1.5170069534,0.0000000000,-3.0340139068,0,2.39883,0
2.SU2 x USp6,SU2 x 4.SU2,5.0,-12.0,9.0,-1.6440502264,0.0000000000,-3.2881004527,0,2.05353,0
2.SU2 x USp6,5.SU2,5.0,-20.0,10.5,-2.1831862008,0.0000000000,-4.3663724017,0,1.6125,0
SU2 x 2.SU2 x USp4,SU2 x SU2 x SU2 x 2.SU2,5.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
SU2 x 2.SU2 x USp4,SU2 x 2.SU2 x 2.SU2,5.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
SU2 x 2.SU2 x USp4,USp4 x 3.SU2,5.0,-4.0,1.5,-0.4892667468,0.0000000000,-0.9785334936,0,1.20226,0
SU2 x 2.SU2 x USp4,SU2 x SU2 x 3.SU2,5.0,-5.0,3.5,-0.7642835205,0.0000000000,-1.5285670410,0,1.8197,0
SU2 x 2.SU2 x USp4,2.SU2 x 3.SU2,5.0,-7.0,5.0,-1.1256927554,0.0000000000,-2.2513855109,0,1.75792,0
SU2 x 2.SU2 x USp4,SU2 x 4.SU2,5.0,-11.0,5.0,-1.2955774937,0.0000000000,-2.5911549874,0,1.40443,0
SU2 x 2.SU2 x USp4,5.SU2,5.0,-19.0,6.5,-1.8812818719,0.0000000000,-3.7625637439,0,1.20226,0
SU2 x SU2 x SU2 x 2.SU2,SU2 x 2.SU2 x 2.SU2,5.0,-2.0,1.5,-0.3617068090,0.0000000000,-0.7234136180,0,1.69824,0
SU2 x SU2 x SU2 x 2.SU2,USp4 x 3.SU2,5.0,-3.0,-0.5,-0.2737591945,0.0220317957,-0.5695501846,22.6464,0.74131,1
SU2 x SU2 x SU2 x 2.SU2,SU2 x SU2 x 3.SU2,5.0,-4.0,1.5,-0.4892667468,0.0000000000,-0.9785334936,0,1.20226,0
SU2 x SU2 x SU2 x 2.SU2,2.SU2 x 3.SU2,5.0,-6.0,3.0,-0.8431954235,0.0000000000,-1.6863908470,0,1.40443,0
SU2 x SU2 x SU2 x 2.SU2,SU2 x 4.SU2,5.0,-10.0,3.0,-1.0477669266,0.0000000000,-2.0955338532,0,1.08393,0
SU2 x SU2 x SU2 x 2.SU2,5.SU2,5.0,-18.0,4.5,-1.6516228921,0.0000000000,-3.3032457842,0,1.01158,0
SU2 x 2.SU2 x 2.SU2,USp4 x 3.SU2,5.0,-1.0,-2.0,0.2019353593,0.5106744292,-0.1068037106,3.63078,0.346737,1
SU2 x 2.SU2 x 2.SU2,SU2 x SU2 x 3.SU2,5.0,-2.0,0.0,-0.1704810158,0.0000000000,-0.3409620316,0,0.668344,0
SU2 x 2.SU2 x 2.SU2,2.SU2 x 3.SU2,5.0,-4.0,1.5,-0.4892667468,0.0000000000,-0.9785334936,0,1.20226,0
SU2 x 2.SU2 x 2.SU2,SU2 x 4.SU2,5.0,-8.0,1.5,-0.7234117966,0.0000000000,-1.4468235932,0,0.851138,0
SU2 x 2.SU2 x 2.SU2,5.SU2,5.0,-16.0,3.0,-1.3330147605,0.0000000000,-2.6660295210,0,0.851138,0
USp4 x 3.SU2,SU2 x SU2 x 3.SU2,5.0,-1.0,2.0,-0.3195527304,0.0000000000,-0.6391054609,0,2.80221,0
USp4 x 3.SU2,2.SU2 x 3.SU2,5.0,-3.0,3.5,-0.6671115648,0.0000000000,-1.3342231296,0,2.20039,0
USp4 x 3.SU2,SU2 x 4.SU2,5.0,-7.0,3.5,-0.8128323431,0.0000000000,-1.6256646861,0,1.6125,0
